,Lon,Lat,Date,Station,Track
1,-66.90034,44.94485167,24-Sep,,
2,-66.89983167,44.944505,24-Sep,,
3,-66.89908833,44.94390333,24-Sep,,
4,-66.89758167,44.94257167,24-Sep,,
5,-66.89417833,44.93937,24-Sep,,
6,-66.89276667,44.938195,24-Sep,,
7,-66.88813667,44.93417667,24-Sep,,
8,-66.88447833,44.93120667,24-Sep,,
9,-66.87745333,44.925625,24-Sep,,
10,-66.87419,44.92290167,24-Sep,,
11,-66.86855333,44.91799333,24-Sep,,
12,-66.858845,44.91061833,24-Sep,,
13,-66.84842,44.90348167,24-Sep,,
14,-66.84315833,44.90022833,24-Sep,,
15,-66.83937667,44.897775,24-Sep,,
16,-66.83662333,44.89608,24-Sep,,
17,-66.834705,44.89494833,24-Sep,,
18,-66.82716167,44.89066,24-Sep,,
19,-66.82333333,44.88853167,24-Sep,,
20,-66.82131667,44.88733333,24-Sep,,
21,-66.81984333,44.88653,24-Sep,,
22,-66.81715,44.88497,24-Sep,,
23,-66.81479333,44.88349667,24-Sep,,
24,-66.812955,44.88242667,24-Sep,,
25,-66.81068833,44.88100333,24-Sep,,
26,-66.80676833,44.8784,24-Sep,,
27,-66.80334,44.87619,24-Sep,,
28,-66.800715,44.87468667,24-Sep,,
29,-66.794135,44.87067333,24-Sep,,
30,-66.79148,44.86883833,24-Sep,,
31,-66.78881667,44.867075,24-Sep,,
32,-66.78232,44.863065,24-Sep,,
33,-66.78109,44.86235333,24-Sep,,
34,-66.780225,44.86179167,24-Sep,,
35,-66.778215,44.86065833,24-Sep,,
36,-66.77572,44.85917333,24-Sep,,
37,-66.77226833,44.85723667,24-Sep,,
38,-66.76764667,44.85433667,24-Sep,,
39,-66.761555,44.85032667,24-Sep,,
40,-66.75839833,44.848355,24-Sep,,
41,-66.75291333,44.84473167,24-Sep,,
42,-66.74766333,44.84156333,24-Sep,,
43,-66.74445,44.83955167,24-Sep,,
44,-66.74261833,44.83849833,24-Sep,,
45,-66.73935,44.836495,24-Sep,,
46,-66.73667667,44.83497167,24-Sep,,
47,-66.73430667,44.83351833,24-Sep,,
48,-66.72333833,44.82633333,24-Sep,,
49,-66.718935,44.82335667,24-Sep,,
50,-66.71578667,44.82135667,24-Sep,,
51,-66.71170833,44.81893833,24-Sep,,
52,-66.710845,44.81848333,24-Sep,,
53,-66.70653,44.81598833,24-Sep,,
54,-66.70556,44.81547667,24-Sep,,
55,-66.70296833,44.81393833,24-Sep,,
56,-66.70174667,44.81314,24-Sep,,
57,-66.69844167,44.81116667,24-Sep,,
58,-66.69713,44.810325,24-Sep,,
59,-66.69334167,44.80770667,24-Sep,,
60,-66.691245,44.8062,24-Sep,,
61,-66.68884833,44.80459833,24-Sep,,
62,-66.686885,44.80322,24-Sep,,
63,-66.68091,44.799395,24-Sep,,
64,-66.67897833,44.79823167,24-Sep,,
65,-66.67792667,44.79766,24-Sep,,
66,-66.67503833,44.795955,24-Sep,,
67,-66.67389833,44.79534,24-Sep,,
68,-66.67094333,44.79359,24-Sep,,
69,-66.66426167,44.78978,24-Sep,,
70,-66.661525,44.78808667,24-Sep,,
71,-66.66019833,44.78716333,24-Sep,,
72,-66.65469,44.78367833,24-Sep,,
73,-66.65382833,44.78304833,24-Sep,,
74,-66.65283667,44.78240667,24-Sep,,
75,-66.65223167,44.78195,24-Sep,,
76,-66.65125667,44.78133333,24-Sep,,
77,-66.64920333,44.779895,24-Sep,,
78,-66.64560167,44.777545,24-Sep,,
79,-66.64456,44.77693333,24-Sep,,
80,-66.64198333,44.77523833,24-Sep,,
81,-66.6412,44.77466667,24-Sep,,
82,-66.63859833,44.77297,24-Sep,,
83,-66.63625,44.77131333,24-Sep,,
84,-66.63373167,44.76964167,24-Sep,,
85,-66.63122167,44.76807333,24-Sep,,
86,-66.63064667,44.76766333,24-Sep,,
87,-66.62517,44.76426833,24-Sep,,
88,-66.621765,44.76203667,24-Sep,,
89,-66.620965,44.761575,24-Sep,,
90,-66.61812167,44.75980167,24-Sep,,
91,-66.61702833,44.75907333,24-Sep,,
92,-66.61238,44.756405,24-Sep,,
93,-66.61080333,44.75546667,24-Sep,,
94,-66.60987667,44.75484833,24-Sep,,
95,-66.607345,44.75335167,24-Sep,,
96,-66.60436167,44.75166833,24-Sep,,
97,-66.60313,44.75092333,24-Sep,,
98,-66.60047167,44.74947333,24-Sep,,
99,-66.59969333,44.74899333,24-Sep,,
100,-66.59743,44.74772333,24-Sep,,
101,-66.59638,44.74705,24-Sep,,
102,-66.59502667,44.74626167,24-Sep,,
103,-66.591355,44.74402667,24-Sep,,
104,-66.586195,44.74071167,24-Sep,,
105,-66.58309667,44.738795,24-Sep,,
106,-66.58077167,44.73729,24-Sep,,
107,-66.57605167,44.73439167,24-Sep,,
108,-66.57383833,44.73308333,24-Sep,,
109,-66.57192167,44.731885,24-Sep,,
110,-66.57038,44.73103167,24-Sep,,
111,-66.56901,44.73015833,24-Sep,,
112,-66.56624667,44.72847,24-Sep,,
113,-66.565485,44.72805167,24-Sep,,
114,-66.56332167,44.726645,24-Sep,,
115,-66.55748667,44.722685,24-Sep,,
116,-66.55504333,44.72111333,24-Sep,,
117,-66.55308167,44.71978667,24-Sep,,
118,-66.54993667,44.71775667,24-Sep,,
119,-66.54829833,44.71660833,24-Sep,,
120,-66.54200333,44.71240333,24-Sep,,
121,-66.54081333,44.71166667,24-Sep,,
122,-66.537695,44.70954667,24-Sep,,
123,-66.53506167,44.70784833,24-Sep,,
124,-66.534175,44.70722833,24-Sep,,
125,-66.53126667,44.70534667,24-Sep,,
126,-66.52103167,44.69905167,24-Sep,,
127,-66.51830667,44.69743167,24-Sep,,
128,-66.51747833,44.69689333,24-Sep,,
129,-66.51633833,44.696235,24-Sep,,
130,-66.514775,44.69525167,24-Sep,,
131,-66.50749667,44.6909,24-Sep,,
132,-66.50582167,44.68985333,24-Sep,,
133,-66.501875,44.687525,24-Sep,,
134,-66.49933,44.68593167,24-Sep,,
135,-66.49822,44.68529333,24-Sep,,
136,-66.49701,44.68454167,24-Sep,,
137,-66.49438833,44.68278833,24-Sep,,
138,-66.49267,44.68171833,24-Sep,,
139,-66.49235333,44.681455,24-Sep,,
140,-66.49216667,44.68123,24-Sep,,
141,-66.49200833,44.68087167,24-Sep,,
142,-66.49187,44.68029833,24-Sep,,
143,-66.4918,44.67981167,24-Sep,,
144,-66.49178167,44.67934167,24-Sep,,
145,-66.49184833,44.67920333,24-Sep,,
146,-66.491965,44.67913,24-Sep,,
147,-66.49209333,44.67911333,24-Sep,,
148,-66.49218833,44.67914833,24-Sep,,
149,-66.49222833,44.67924667,24-Sep,,
150,-66.49201667,44.67973167,24-Sep,,
151,-66.49198833,44.67993167,24-Sep,,
152,-66.49206,44.68013167,24-Sep,,
153,-66.49238833,44.68051333,24-Sep,,
154,-66.49250333,44.68072333,24-Sep,,
155,-66.49255,44.68094,24-Sep,,
156,-66.49237667,44.68171,24-Sep,,
157,-66.49234167,44.68205667,24-Sep,,
158,-66.49237333,44.682235,24-Sep,,
159,-66.49255833,44.68240333,24-Sep,,
160,-66.49261167,44.68250333,24-Sep,,
161,-66.492605,44.68258833,24-Sep,,
162,-66.49252,44.68266833,24-Sep,,
163,-66.49239,44.6827,24-Sep,,
164,-66.49222,44.68267,24-Sep,,
165,-66.49207333,44.682595,24-Sep,,
166,-66.49191833,44.68243333,24-Sep,,
167,-66.49171833,44.68206333,24-Sep,,
168,-66.491625,44.68178167,24-Sep,,
169,-66.491645,44.680805,24-Sep,,
170,-66.49159333,44.68051833,24-Sep,,
171,-66.49137833,44.68007667,24-Sep,,
172,-66.49136667,44.67996333,24-Sep,,
173,-66.49144833,44.679845,24-Sep,,
174,-66.49228,44.67941333,24-Sep,,
175,-66.493075,44.67895667,24-Sep,,
176,-66.49348,44.678655,24-Sep,,
177,-66.49363,44.67860333,24-Sep,,
178,-66.49386667,44.67860333,24-Sep,,
179,-66.49402167,44.67863333,24-Sep,,
180,-66.494115,44.67870833,24-Sep,,
181,-66.494135,44.67881,24-Sep,,
182,-66.49398333,44.679115,24-Sep,,
183,-66.493985,44.679185,24-Sep,,
184,-66.49403,44.67923333,24-Sep,,
185,-66.49413667,44.67924833,24-Sep,,
186,-66.49427667,44.67919833,24-Sep,,
187,-66.49476833,44.67877833,24-Sep,,
188,-66.49503167,44.67861167,24-Sep,,
189,-66.49503,44.678655,24-Sep,,
190,-66.49426833,44.67906333,24-Sep,,
191,-66.49416167,44.67909333,24-Sep,,
192,-66.49403667,44.67907,24-Sep,,
193,-66.49345333,44.678555,24-Sep,,
194,-66.49246,44.677795,24-Sep,,
195,-66.49213833,44.67760333,24-Sep,,
196,-66.49053833,44.67628167,24-Sep,,
197,-66.48981167,44.67542833,24-Sep,,
198,-66.48991167,44.67627333,24-Sep,,
199,-66.48988,44.677375,24-Sep,,
200,-66.48983833,44.677775,24-Sep,,
201,-66.48979833,44.677835,24-Sep,,
202,-66.48966833,44.677875,24-Sep,,
203,-66.48954167,44.67782333,24-Sep,,
204,-66.48949,44.67771,24-Sep,,
