,Lon,Lat,Date,Station,Track
1,-66.91798,44.944675,26-Sep,,
2,-66.91889167,44.94424,26-Sep,,
3,-66.91844,44.94440667,26-Sep,,
4,-66.91792333,44.94452833,26-Sep,,
5,-66.91705333,44.944885,26-Sep,,
6,-66.91567667,44.94564333,26-Sep,,
7,-66.91512333,44.94589667,26-Sep,,
8,-66.91447667,44.94627333,26-Sep,,
9,-66.91393,44.94666833,26-Sep,,
10,-66.91338667,44.94712167,26-Sep,,
11,-66.91269,44.94781833,26-Sep,,
12,-66.91201333,44.94880167,26-Sep,,
13,-66.91149167,44.94931333,26-Sep,,
14,-66.91073,44.94987167,26-Sep,,
15,-66.91050333,44.95,26-Sep,,
16,-66.91036667,44.95001833,26-Sep,,
17,-66.91022167,44.94996833,26-Sep,,
18,-66.90929167,44.94932,26-Sep,,
19,-66.90823667,44.94868333,26-Sep,,
20,-66.90582333,44.94736,26-Sep,,
21,-66.90431,44.94658333,26-Sep,,
22,-66.90258,44.94574667,26-Sep,,
23,-66.89702667,44.94344833,26-Sep,,
24,-66.89445,44.94242833,26-Sep,,
25,-66.88405167,44.93854167,26-Sep,,
26,-66.88124667,44.93754,26-Sep,,
27,-66.87924167,44.93693333,26-Sep,,
28,-66.875395,44.93562667,26-Sep,,
29,-66.87311167,44.93479667,26-Sep,,
30,-66.86842333,44.932865,26-Sep,,
31,-66.86489667,44.93150167,26-Sep,,
32,-66.862025,44.93046667,26-Sep,,
33,-66.8449,44.92402667,26-Sep,,
34,-66.84320833,44.92345667,26-Sep,,
35,-66.83632,44.92095167,26-Sep,,
36,-66.82311667,44.91603667,26-Sep,,
37,-66.81708667,44.91386,26-Sep,,
38,-66.80612667,44.90975,26-Sep,,
39,-66.80177667,44.908195,26-Sep,,
40,-66.79439,44.90578833,26-Sep,,
41,-66.78954667,44.904145,26-Sep,,
42,-66.78232167,44.901875,26-Sep,,
43,-66.779275,44.90088,26-Sep,,
44,-66.77900667,44.90083833,26-Sep,,
45,-66.77904833,44.90085333,26-Sep,,
46,-66.77893,44.90087667,26-Sep,,
47,-66.77885167,44.90097833,26-Sep,,
48,-66.77880333,44.90126833,26-Sep,,
49,-66.77874333,44.901385,26-Sep,,
50,-66.77869667,44.90141833,26-Sep,,
51,-66.77802667,44.90145833,26-Sep,,
52,-66.77845,44.90147,26-Sep,,
53,-66.778485,44.901485,26-Sep,,
54,-66.77841667,44.901525,26-Sep,,
55,-66.77832667,44.90151333,26-Sep,,
56,-66.77826667,44.901435,26-Sep,,
57,-66.77828333,44.90138667,26-Sep,,
58,-66.77851167,44.90139,26-Sep,,
59,-66.778435,44.901385,26-Sep,,
60,-66.77836833,44.90132167,26-Sep,,
