,Lon,Lat,Date,Station,Track
1,-66.91436,44.94654,19-Sep,,
2,-66.91365333,44.94706167,19-Sep,,
3,-66.91274,44.94796333,19-Sep,,
4,-66.912145,44.94876667,19-Sep,,
5,-66.91108,44.94981167,19-Sep,,
6,-66.91075667,44.95005333,19-Sep,,
7,-66.91059833,44.95013167,19-Sep,,
8,-66.91043333,44.95015167,19-Sep,,
9,-66.910235,44.95011333,19-Sep,,
10,-66.90875667,44.94912,19-Sep,,
11,-66.90550667,44.94711167,19-Sep,,
12,-66.90415833,44.946315,19-Sep,,
13,-66.90256167,44.945575,19-Sep,,
14,-66.90027,44.94463667,19-Sep,,
15,-66.89966667,44.94433667,19-Sep,,
16,-66.89648,44.94253167,19-Sep,,
17,-66.89252833,44.93995667,19-Sep,,
18,-66.89084833,44.93892333,19-Sep,,
19,-66.888405,44.93727833,19-Sep,,
20,-66.88326833,44.93367,19-Sep,,
21,-66.88193667,44.93265,19-Sep,,
22,-66.87804,44.92983,19-Sep,,
23,-66.87271,44.92608333,19-Sep,,
24,-66.87041,44.92453,19-Sep,,
25,-66.86774,44.92292833,19-Sep,,
26,-66.86510833,44.92143833,19-Sep,,
27,-66.857425,44.91738833,19-Sep,,
28,-66.843525,44.91042667,19-Sep,,
29,-66.84272667,44.90999333,19-Sep,,
30,-66.83794833,44.906995,19-Sep,,
31,-66.83257833,44.90337833,19-Sep,,
32,-66.828895,44.900965,19-Sep,,
33,-66.82712333,44.89971333,19-Sep,,
34,-66.82208,44.89644167,19-Sep,,
35,-66.81737,44.89308667,19-Sep,,
36,-66.81507667,44.891555,19-Sep,,
37,-66.81381667,44.89064667,19-Sep,,
38,-66.811405,44.88899833,19-Sep,,
39,-66.80963167,44.88784,19-Sep,,
40,-66.802525,44.88354333,19-Sep,,
41,-66.801985,44.88325833,19-Sep,,
42,-66.80151333,44.88306167,19-Sep,,
43,-66.80110833,44.882945,19-Sep,,
44,-66.80083333,44.88290167,19-Sep,,
45,-66.800495,44.882895,19-Sep,,
46,-66.79936667,44.88305833,19-Sep,,
47,-66.79919833,44.88305333,19-Sep,,
48,-66.7991,44.88300667,19-Sep,,
49,-66.799055,44.882915,19-Sep,,
50,-66.79908667,44.88257333,19-Sep,,
51,-66.79902333,44.88262,19-Sep,,
52,-66.79909833,44.88261333,19-Sep,,
53,-66.79930167,44.88219833,19-Sep,,
54,-66.79955,44.881285,19-Sep,,
55,-66.79956833,44.88103833,19-Sep,,
56,-66.79951333,44.88082333,19-Sep,,
57,-66.79804333,44.88108667,19-Sep,,
58,-66.79679667,44.88123333,19-Sep,,
59,-66.796355,44.881245,19-Sep,,
60,-66.79517833,44.88142667,19-Sep,,
61,-66.79525667,44.88142167,19-Sep,,
62,-66.79533167,44.88148167,19-Sep,,
63,-66.79534333,44.881645,19-Sep,,
64,-66.795125,44.88205333,19-Sep,,
65,-66.79496167,44.88226,19-Sep,,
66,-66.79384667,44.88313333,19-Sep,,
67,-66.793795,44.88323167,19-Sep,,
68,-66.79381667,44.88335167,19-Sep,,
69,-66.79389333,44.88343167,19-Sep,,
70,-66.79439833,44.88356667,19-Sep,,
71,-66.79436,44.88366667,19-Sep,,
72,-66.79417833,44.88378,19-Sep,,
73,-66.793985,44.883815,19-Sep,,
74,-66.79344,44.88377833,19-Sep,,
75,-66.79328833,44.88360333,19-Sep,,
76,-66.79321167,44.88355167,19-Sep,,
77,-66.79114,44.88386833,19-Sep,,
78,-66.79120667,44.88385667,19-Sep,,
79,-66.79130167,44.883925,19-Sep,,
80,-66.791365,44.88407,19-Sep,,
81,-66.79140167,44.88452833,19-Sep,,
82,-66.79166167,44.88539,19-Sep,,
83,-66.79192833,44.88606667,19-Sep,,
84,-66.79126333,44.88614167,19-Sep,,
85,-66.791325,44.88614667,19-Sep,,
86,-66.79137833,44.88621333,19-Sep,,
87,-66.79117333,44.886845,19-Sep,,
88,-66.79108333,44.88697667,19-Sep,,
89,-66.79076667,44.88721167,19-Sep,,
90,-66.79063333,44.887255,19-Sep,,
91,-66.79031333,44.88725,19-Sep,,
92,-66.79033833,44.88732333,19-Sep,,
93,-66.79028333,44.88736,19-Sep,,
94,-66.79006333,44.88733,19-Sep,,
95,-66.78994333,44.88728167,19-Sep,,
96,-66.78976167,44.88710167,19-Sep,,
97,-66.78924667,44.88714,19-Sep,,
98,-66.78907833,44.88708167,19-Sep,,
99,-66.78826667,44.88723833,19-Sep,,
100,-66.78814,44.88717167,19-Sep,,
101,-66.78802,44.88721333,19-Sep,,
102,-66.78808167,44.88719,19-Sep,,
103,-66.78824,44.886865,19-Sep,,
104,-66.78814167,44.88692,19-Sep,,
105,-66.78617667,44.887285,19-Sep,,
106,-66.78518667,44.88737,19-Sep,,
107,-66.78375667,44.887645,19-Sep,,
108,-66.78358833,44.88763833,19-Sep,,
109,-66.78316833,44.88771833,19-Sep,,
110,-66.78215167,44.88827833,19-Sep,,
