,Lon,Lat,Date,Station,Track
1,-66.917345,44.94483,21-Sep,,
2,-66.91633333,44.94529,21-Sep,,
3,-66.9158,44.945575,21-Sep,,
4,-66.91419,44.94663833,21-Sep,,
5,-66.91345833,44.94715667,21-Sep,,
6,-66.91303667,44.94751833,21-Sep,,
7,-66.912395,44.94828833,21-Sep,,
8,-66.91202667,44.94886333,21-Sep,,
9,-66.91179333,44.94910667,21-Sep,,
10,-66.911205,44.94952833,21-Sep,,
11,-66.91053,44.94995167,21-Sep,,
12,-66.91037,44.950015,21-Sep,,
13,-66.91022167,44.95001,21-Sep,,
14,-66.909985,44.949875,21-Sep,,
15,-66.90922667,44.94928167,21-Sep,,
16,-66.908635,44.94888333,21-Sep,,
17,-66.90416167,44.946475,21-Sep,,
18,-66.90095833,44.944975,21-Sep,,
19,-66.90049,44.94472833,21-Sep,,
20,-66.89957833,44.94403833,21-Sep,,
21,-66.89834167,44.94321,21-Sep,,
22,-66.89718667,44.94234167,21-Sep,,
23,-66.89420333,44.93979833,21-Sep,,
24,-66.89282333,44.93854667,21-Sep,,
25,-66.89203167,44.93775833,21-Sep,,
26,-66.88405333,44.93044667,21-Sep,,
27,-66.87784833,44.92496667,21-Sep,,
28,-66.874725,44.92253667,21-Sep,,
29,-66.87210667,44.92042,21-Sep,,
30,-66.87138167,44.919725,21-Sep,,
31,-66.86834833,44.91704,21-Sep,,
32,-66.86549667,44.91440667,21-Sep,,
33,-66.86005167,44.90920667,21-Sep,,
34,-66.853375,44.90325,21-Sep,,
35,-66.85137167,44.90137833,21-Sep,,
36,-66.84924333,44.89951,21-Sep,,
37,-66.84750333,44.89810667,21-Sep,,
38,-66.84506833,44.89602833,21-Sep,,
39,-66.83871667,44.890425,21-Sep,,
40,-66.834485,44.88661833,21-Sep,,
41,-66.82910833,44.8816,21-Sep,,
42,-66.81985,44.87329333,21-Sep,,
43,-66.818825,44.87242,21-Sep,,
44,-66.81322167,44.86735167,21-Sep,,
45,-66.80678167,44.86166333,21-Sep,,
46,-66.80424,44.85952333,21-Sep,,
47,-66.800835,44.85652667,21-Sep,,
48,-66.79881833,44.854645,21-Sep,,
49,-66.79437,44.85064667,21-Sep,,
50,-66.7893,44.84618,21-Sep,,
51,-66.78435333,44.84195667,21-Sep,,
52,-66.78138,44.839655,21-Sep,,
53,-66.774935,44.83445167,21-Sep,,
54,-66.76740667,44.82852833,21-Sep,,
55,-66.76451333,44.82639833,21-Sep,,
56,-66.76051,44.82321333,21-Sep,,
57,-66.75808167,44.82118,21-Sep,,
58,-66.75015833,44.815005,21-Sep,,
59,-66.74678,44.81207833,21-Sep,,
60,-66.74320167,44.80908,21-Sep,,
61,-66.742165,44.80813,21-Sep,,
