5m,OB,0,0,1.339020047,0.041882974,11.65433276,51.43786593,0.482719566,0,0,0,0,64.43758245,6.536097834,3.259960492,18.23987047,47.22852163,0,98.3378371,6.240587699,0,89.46515888,0,0
10m,OB,0,0,99.47888117,0.078817856,17.74365735,53.45575758,0.830863662,0,0,0,0,81.00363064,10.34791162,4.506140009,19.10438566,48.86751734,0,98.34355777,8.783976558,0,89.58889908,0,0
5m,GMB,0,4.624962508,9.260086489,5.754398512,21.68785788,52.66923205,0.053929058,0,1.824176354,4.91054724,20.65035989,63.82889082,3.437643093,1.063231795,1.735672283,2.222224098,0,80.56043098,13.42870438,89.59017489,14.97009036,1.228206101,0
10m,GMB,0,6.06371407,14.41151625,19.59361365,29.54756736,56.28550611,3.696020299,0,2.854068682,8.462080448,36.98577306,70.37579631,13.45252427,26.08866868,28.64914993,18.19499036,0,81.99736076,20.89203346,89.90749021,35.23237519,13.24796486,3.82798399
