"","Cast","Date","Depth_m","Bin8","Bin9","Bin10","Bin11","Bin12","Bin13","Bin_Sum"
"3469","OPC033","26-Sep",55.16,5,1,1,1,1,1,10
"3479","OPC033","26-Sep",55.58,6,0,1,0,0,0,7
"3489","OPC033","26-Sep",55.99,5,1,0,1,0,0,7
"3499","OPC033","26-Sep",56.52,5,1,0,1,1,0,8
"3509","OPC033","26-Sep",56.93,1,1,1,0,0,0,3
"3519","OPC033","26-Sep",57.35,3,1,2,0,0,0,6
"3529","OPC033","26-Sep",57.87,3,1,0,0,1,0,5
"3539","OPC033","26-Sep",58.29,5,2,1,0,0,0,8
"3549","OPC033","26-Sep",58.81,1,2,3,0,0,1,7
"3559","OPC033","26-Sep",59.13,6,2,1,0,0,0,9
"3569","OPC033","26-Sep",59.65,3,2,2,2,0,0,9
"3579","OPC033","26-Sep",60.07,2,3,3,1,1,0,10
"35810","OPC033","26-Sep",60.59,7,4,0,0,1,0,12
"35910","OPC033","26-Sep",61.01,5,2,1,0,0,0,8
"36010","OPC033","26-Sep",61.43,5,2,1,1,0,0,9
"36110","OPC033","26-Sep",61.84,4,2,0,1,0,0,7
"36210","OPC033","26-Sep",62.37,6,3,0,1,0,0,10
"36310","OPC033","26-Sep",62.78,0,4,0,0,2,0,6
"36410","OPC033","26-Sep",63.2,5,3,0,0,0,0,8
"36510","OPC033","26-Sep",63.62,4,6,1,0,0,0,11
"36610","OPC033","26-Sep",64.04,6,3,3,0,1,1,14
"36710","OPC033","26-Sep",64.46,5,5,3,1,2,1,17
"36810","OPC033","26-Sep",64.98,7,7,1,0,0,0,15
"36910","OPC033","26-Sep",65.4,4,2,1,1,1,0,9
"37010","OPC033","26-Sep",65.92,7,1,2,1,0,0,11
"37110","OPC033","26-Sep",66.34,4,1,2,2,0,0,9
"37210","OPC033","26-Sep",66.86,6,2,2,1,0,0,11
"37310","OPC033","26-Sep",67.28,2,3,2,0,0,0,7
"37410","OPC033","26-Sep",67.59,3,4,1,0,1,0,9
"37510","OPC033","26-Sep",68.01,3,6,2,0,0,0,11
"37610","OPC033","26-Sep",68.22,3,0,1,0,0,0,4
"137","OPC034","26-Sep",0.3,2,10,3,3,0,1,19
"138","OPC034","26-Sep",0.41,3,3,2,6,1,0,15
"139","OPC034","26-Sep",0.41,5,4,3,3,1,0,16
"140","OPC034","26-Sep",0.51,3,3,10,4,1,0,21
"141","OPC034","26-Sep",0.83,3,6,4,1,5,0,19
"142","OPC034","26-Sep",1.03,6,5,6,2,1,2,22
"143","OPC034","26-Sep",1.35,6,5,5,3,2,2,23
"144","OPC034","26-Sep",1.66,3,3,7,1,2,2,18
"145","OPC034","26-Sep",1.87,1,5,2,4,4,1,17
"146","OPC034","26-Sep",2.29,6,3,4,4,4,2,23
"147","OPC034","26-Sep",2.6,6,4,3,0,1,0,14
"148","OPC034","26-Sep",2.91,6,4,2,2,0,0,14
"149","OPC034","26-Sep",3.33,9,4,3,0,0,0,16
"150","OPC034","26-Sep",3.75,5,1,3,1,0,0,10
"151","OPC034","26-Sep",4.17,7,6,2,1,0,0,16
"152","OPC034","26-Sep",4.48,3,7,2,0,0,0,12
"153","OPC034","26-Sep",4.9,4,3,1,1,0,0,9
"154","OPC034","26-Sep",5.32,7,4,2,0,0,0,13
"155","OPC034","26-Sep",5.74,7,3,1,0,0,0,11
"156","OPC034","26-Sep",6.26,6,7,1,0,1,0,15
"157","OPC034","26-Sep",6.68,3,8,4,0,0,0,15
"158","OPC034","26-Sep",7.09,3,4,2,0,0,0,9
"159","OPC034","26-Sep",7.51,9,6,0,3,0,1,19
"160","OPC034","26-Sep",7.93,3,4,5,2,0,0,14
"161","OPC034","26-Sep",8.45,4,4,1,0,0,0,9
"162","OPC034","26-Sep",8.97,3,2,1,0,0,0,6
"163","OPC034","26-Sep",9.5,7,2,3,0,0,0,12
"164","OPC034","26-Sep",10.02,10,3,1,0,0,0,14
"165","OPC034","26-Sep",10.44,8,4,2,1,0,0,15
"1661","OPC034","26-Sep",10.86,1,1,3,0,0,0,5
"1671","OPC034","26-Sep",11.17,3,2,0,0,0,0,5
"1681","OPC034","26-Sep",11.59,9,11,1,0,0,0,21
"1692","OPC034","26-Sep",12,11,2,2,1,0,0,16
"1702","OPC034","26-Sep",12.32,3,5,3,0,0,0,11
"1712","OPC034","26-Sep",12.74,2,4,3,0,0,0,9
"1722","OPC034","26-Sep",13.05,5,2,3,0,1,0,11
"1732","OPC034","26-Sep",13.47,4,6,3,0,0,0,13
"1742","OPC034","26-Sep",13.78,7,1,2,0,0,0,10
"1752","OPC034","26-Sep",14.09,6,6,6,1,1,0,20
"1762","OPC034","26-Sep",14.41,5,7,2,0,0,0,14
"1772","OPC034","26-Sep",14.83,4,5,2,1,0,0,12
"1782","OPC034","26-Sep",15.14,6,7,4,1,0,0,18
"1792","OPC034","26-Sep",15.35,3,2,2,3,0,0,10
"1802","OPC034","26-Sep",15.77,4,8,4,1,0,0,17
"1812","OPC034","26-Sep",16.08,2,3,1,1,0,0,7
"1822","OPC034","26-Sep",16.39,5,15,6,1,2,0,29
"1832","OPC034","26-Sep",16.71,1,3,4,2,2,0,12
"1842","OPC034","26-Sep",17.02,9,6,3,2,0,0,20
"1852","OPC034","26-Sep",17.23,2,6,1,1,0,0,10
"1862","OPC034","26-Sep",17.54,4,2,2,0,0,0,8
"1872","OPC034","26-Sep",17.86,8,3,1,0,0,0,12
"1882","OPC034","26-Sep",18.07,5,2,1,1,0,0,9
"1892","OPC034","26-Sep",18.38,12,4,1,0,0,0,17
"1902","OPC034","26-Sep",18.69,5,3,0,0,0,0,8
"1913","OPC034","26-Sep",19.01,9,2,2,0,0,0,13
"1923","OPC034","26-Sep",19.21,1,0,3,0,0,0,4
"1933","OPC034","26-Sep",19.53,5,1,1,0,1,0,8
"1943","OPC034","26-Sep",19.84,4,0,0,0,0,0,4
"1953","OPC034","26-Sep",20.15,6,4,1,0,0,0,11
"1963","OPC034","26-Sep",20.47,8,1,1,0,0,0,10
"1973","OPC034","26-Sep",20.68,5,2,1,0,0,0,8
"1984","OPC034","26-Sep",21.1,7,1,3,0,0,0,11
"1994","OPC034","26-Sep",21.41,4,2,1,0,0,0,7
"2004","OPC034","26-Sep",21.72,6,5,1,0,0,0,12
"2014","OPC034","26-Sep",22.04,3,2,0,1,0,0,6
"2024","OPC034","26-Sep",22.35,10,2,3,1,0,0,16
"2034","OPC034","26-Sep",22.66,9,1,0,0,1,0,11
"2044","OPC034","26-Sep",23.08,6,3,2,0,0,0,11
"2054","OPC034","26-Sep",23.39,4,3,1,0,0,0,8
"2064","OPC034","26-Sep",23.71,6,1,0,0,0,0,7
"2075","OPC034","26-Sep",24.02,4,1,1,0,0,0,6
"2085","OPC034","26-Sep",24.33,12,2,1,0,0,0,15
"2095","OPC034","26-Sep",24.65,1,1,0,0,0,0,2
"2105","OPC034","26-Sep",25.07,6,5,2,0,0,0,13
"2115","OPC034","26-Sep",25.38,6,3,0,0,0,0,9
"2125","OPC034","26-Sep",25.69,2,1,0,0,0,0,3
"2135","OPC034","26-Sep",26.01,3,4,0,0,0,0,7
"2145","OPC034","26-Sep",26.42,0,2,0,0,0,0,2
"2155","OPC034","26-Sep",26.84,4,2,0,0,0,0,6
"2165","OPC034","26-Sep",27.16,5,2,0,0,0,0,7
"2175","OPC034","26-Sep",27.47,9,2,0,0,0,0,11
"2185","OPC034","26-Sep",27.89,3,2,0,0,0,0,5
"2195","OPC034","26-Sep",28.3,2,4,1,0,0,0,7
"2205","OPC034","26-Sep",28.62,4,1,1,0,0,0,6
"2215","OPC034","26-Sep",28.93,5,3,0,1,0,0,9
"2225","OPC034","26-Sep",29.35,5,6,0,0,0,0,11
"2235","OPC034","26-Sep",29.77,3,2,0,0,0,0,5
"2245","OPC034","26-Sep",30.08,4,2,0,0,0,0,6
"2255","OPC034","26-Sep",30.39,4,3,0,0,0,0,7
"2265","OPC034","26-Sep",30.81,3,2,0,0,0,0,5
"2275","OPC034","26-Sep",31.13,8,3,1,1,0,0,13
"2285","OPC034","26-Sep",31.54,8,6,0,0,0,0,14
"2295","OPC034","26-Sep",31.96,5,4,1,0,0,0,10
"2305","OPC034","26-Sep",32.28,8,2,1,0,0,0,11
"2315","OPC034","26-Sep",32.69,8,2,2,0,0,0,12
"2325","OPC034","26-Sep",33.11,7,2,0,0,0,0,9
"2335","OPC034","26-Sep",33.53,2,1,1,0,0,0,4
"2345","OPC034","26-Sep",33.84,6,1,0,0,0,0,7
"2355","OPC034","26-Sep",34.26,5,0,0,0,0,0,5
"2365","OPC034","26-Sep",34.57,3,2,3,0,0,0,8
"2375","OPC034","26-Sep",34.99,7,3,1,0,0,0,11
"2385","OPC034","26-Sep",35.41,7,3,0,1,0,0,11
"2395","OPC034","26-Sep",35.83,7,3,0,0,0,0,10
"2405","OPC034","26-Sep",36.14,1,3,4,0,0,0,8
"2415","OPC034","26-Sep",36.56,13,1,0,0,0,0,14
"2425","OPC034","26-Sep",36.98,1,6,2,0,0,0,9
"2435","OPC034","26-Sep",37.39,5,3,1,0,0,0,9
"2445","OPC034","26-Sep",37.81,6,3,0,0,0,0,9
"2455","OPC034","26-Sep",38.23,5,3,3,0,0,0,11
"2465","OPC034","26-Sep",38.65,5,3,0,1,0,0,9
"2475","OPC034","26-Sep",38.96,5,2,2,0,0,0,9
"2485","OPC034","26-Sep",39.38,8,4,2,1,0,0,15
"2495","OPC034","26-Sep",39.8,8,2,2,0,0,0,12
"2505","OPC034","26-Sep",40.32,5,5,2,1,0,0,13
"2515","OPC034","26-Sep",40.74,9,2,1,0,0,0,12
"2525","OPC034","26-Sep",41.05,5,2,0,0,0,0,7
"2537","OPC034","26-Sep",41.47,6,3,2,0,0,0,11
"2547","OPC034","26-Sep",41.89,7,2,1,0,0,0,10
"2557","OPC034","26-Sep",42.31,4,4,2,0,0,0,10
"2567","OPC034","26-Sep",42.72,6,2,2,0,0,0,10
"2577","OPC034","26-Sep",43.14,8,1,0,0,0,0,9
"2587","OPC034","26-Sep",43.45,6,2,0,0,0,0,8
"2597","OPC034","26-Sep",43.87,1,2,0,0,0,0,3
"2607","OPC034","26-Sep",44.4,3,0,0,0,0,0,3
"2617","OPC034","26-Sep",44.81,7,0,0,0,0,0,7
"2627","OPC034","26-Sep",45.23,6,0,0,0,0,0,6
"2637","OPC034","26-Sep",45.54,5,0,0,0,0,0,5
"2647","OPC034","26-Sep",45.96,6,1,0,0,0,1,8
"2657","OPC034","26-Sep",46.38,5,1,0,0,0,0,6
"2667","OPC034","26-Sep",46.8,2,1,2,1,0,0,6
"2677","OPC034","26-Sep",47.22,4,1,0,0,0,0,5
"2687","OPC034","26-Sep",47.53,2,0,0,1,0,0,3
"2697","OPC034","26-Sep",48.05,7,0,0,0,0,0,7
"2707","OPC034","26-Sep",48.37,3,0,0,0,0,0,3
"2717","OPC034","26-Sep",48.89,3,1,0,0,0,0,4
"2727","OPC034","26-Sep",49.2,3,0,0,0,0,0,3
"2737","OPC034","26-Sep",49.52,4,0,0,0,0,0,4
"2747","OPC034","26-Sep",49.93,2,2,1,1,0,0,6
"2757","OPC034","26-Sep",50.46,3,2,0,0,0,0,5
"2767","OPC034","26-Sep",50.98,0,1,2,3,0,1,7
"2777","OPC034","26-Sep",51.29,1,2,0,0,0,1,4
"2787","OPC034","26-Sep",51.71,2,2,1,1,1,0,7
"2797","OPC034","26-Sep",52.13,2,3,0,0,0,0,5
"2807","OPC034","26-Sep",52.55,3,2,0,0,1,0,6
"2817","OPC034","26-Sep",52.96,4,4,0,0,0,0,8
"2827","OPC034","26-Sep",53.38,5,2,0,0,0,0,7
"2837","OPC034","26-Sep",53.69,3,3,0,1,0,0,7
"2847","OPC034","26-Sep",54.11,4,1,0,0,0,0,5
"2857","OPC034","26-Sep",54.43,4,0,0,0,0,0,4
"2867","OPC034","26-Sep",54.84,6,1,0,0,0,0,7
"2877","OPC034","26-Sep",55.16,8,2,1,1,0,0,12
"2887","OPC034","26-Sep",55.58,4,2,3,1,0,0,10
"2898","OPC034","26-Sep",55.89,11,2,1,1,0,0,15
"2908","OPC034","26-Sep",56.2,6,4,4,2,1,0,17
"2918","OPC034","26-Sep",56.62,5,6,2,1,0,1,15
"2928","OPC034","26-Sep",56.93,4,4,1,0,0,0,9
"2938","OPC034","26-Sep",57.35,5,4,2,0,0,0,11
"2948","OPC034","26-Sep",57.66,7,1,1,1,0,0,10
"2958","OPC034","26-Sep",58.08,4,2,0,0,0,0,6
"2968","OPC034","26-Sep",58.4,4,2,4,0,0,0,10
"2978","OPC034","26-Sep",58.71,6,1,1,0,1,0,9
"2988","OPC034","26-Sep",59.02,2,2,0,0,0,0,4
"2998","OPC034","26-Sep",59.44,4,1,0,0,0,0,5
"3008","OPC034","26-Sep",59.75,3,2,0,0,0,0,5
"3019","OPC034","26-Sep",60.17,5,4,0,0,0,0,9
"3029","OPC034","26-Sep",60.49,4,1,1,0,0,1,7
"3039","OPC034","26-Sep",60.8,2,5,2,0,0,0,9
"3049","OPC034","26-Sep",61.01,5,1,0,0,0,0,6
"3059","OPC034","26-Sep",61.43,7,0,0,0,0,0,7
"3069","OPC034","26-Sep",61.64,4,1,0,0,0,0,5
"3079","OPC034","26-Sep",62.05,3,0,0,0,0,0,3
"3089","OPC034","26-Sep",62.26,2,3,0,0,0,0,5
"3099","OPC034","26-Sep",62.68,2,4,0,2,0,0,8
"3109","OPC034","26-Sep",62.99,2,1,1,0,0,0,4
"3119","OPC034","26-Sep",63.31,2,1,0,0,0,0,3
"3129","OPC034","26-Sep",63.62,4,1,0,0,0,0,5
"3139","OPC034","26-Sep",63.93,4,2,0,0,0,0,6
"3149","OPC034","26-Sep",64.14,4,2,1,0,0,0,7
"3159","OPC034","26-Sep",64.56,4,0,1,2,0,0,7
"3169","OPC034","26-Sep",64.87,3,5,3,1,1,0,13
"3179","OPC034","26-Sep",65.19,4,1,3,0,0,1,9
"3189","OPC034","26-Sep",65.5,2,4,1,0,1,0,8
"3199","OPC034","26-Sep",65.81,4,2,0,0,0,0,6
"3209","OPC034","26-Sep",66.13,2,0,0,1,1,0,4
"3219","OPC034","26-Sep",66.44,3,3,2,0,0,0,8
"3229","OPC034","26-Sep",66.76,3,6,0,0,1,0,10
"3239","OPC034","26-Sep",67.17,5,0,3,0,0,0,8
"3249","OPC034","26-Sep",67.49,2,3,0,0,0,0,5
"3259","OPC034","26-Sep",67.8,1,2,0,1,0,0,4
"3269","OPC034","26-Sep",68.22,8,5,0,0,0,0,13
"3279","OPC034","26-Sep",68.43,5,0,1,1,0,0,7
"3289","OPC034","26-Sep",68.84,5,3,0,0,0,0,8
"3299","OPC034","26-Sep",69.16,5,3,0,1,1,0,10
"3309","OPC034","26-Sep",69.47,10,4,0,0,0,0,14
"3319","OPC034","26-Sep",69.68,5,1,2,0,0,0,8
"3329","OPC034","26-Sep",70.2,3,5,1,0,0,0,9
"3339","OPC034","26-Sep",70.41,4,3,0,0,0,0,7
"3349","OPC034","26-Sep",70.73,5,2,1,0,0,0,8
"3359","OPC034","26-Sep",71.14,2,1,1,0,0,0,4
"3369","OPC034","26-Sep",71.46,4,2,1,0,0,0,7
"3379","OPC034","26-Sep",71.87,3,0,0,1,0,0,4
"3389","OPC034","26-Sep",72.19,7,3,0,0,0,0,10
"33910","OPC034","26-Sep",72.61,2,2,2,0,0,0,6
"34010","OPC034","26-Sep",72.82,4,5,0,0,0,0,9
"34110","OPC034","26-Sep",73.13,4,3,0,1,0,0,8
"34210","OPC034","26-Sep",73.44,5,1,0,0,0,0,6
"34310","OPC034","26-Sep",73.44,3,1,1,0,0,0,5
"34410","OPC034","26-Sep",73.44,2,0,0,0,0,0,2
"34510","OPC034","26-Sep",73.55,0,0,0,0,0,0,0
"1481","OPC035","26-Sep",0.2,2,1,1,0,0,0,4
"1491","OPC035","26-Sep",0.3,2,0,1,0,0,0,3
"1501","OPC035","26-Sep",0.51,2,2,0,0,0,0,4
"1511","OPC035","26-Sep",0.83,2,0,1,0,0,0,3
"1521","OPC035","26-Sep",1.03,0,6,4,0,0,0,10
"1531","OPC035","26-Sep",1.35,0,2,1,0,0,0,3
"1541","OPC035","26-Sep",1.66,0,0,0,0,0,0,0
"1551","OPC035","26-Sep",1.87,3,0,1,1,0,0,5
"1561","OPC035","26-Sep",2.18,1,2,3,1,0,0,7
"1571","OPC035","26-Sep",2.5,1,3,2,0,0,0,6
"1581","OPC035","26-Sep",2.81,3,0,0,1,0,0,4
"1591","OPC035","26-Sep",3.23,2,1,0,0,0,0,3
"1601","OPC035","26-Sep",3.44,0,0,0,0,0,0,0
"1611","OPC035","26-Sep",4.06,3,0,0,0,0,0,3
"1621","OPC035","26-Sep",4.38,1,1,0,0,0,0,2
"1631","OPC035","26-Sep",4.69,0,0,0,0,0,0,0
"1641","OPC035","26-Sep",5.11,2,0,2,1,1,0,6
"1651","OPC035","26-Sep",5.53,3,2,3,3,0,0,11
"1662","OPC035","26-Sep",5.84,2,2,1,0,0,0,5
"1672","OPC035","26-Sep",6.36,2,2,2,2,0,0,8
"1682","OPC035","26-Sep",6.78,5,1,1,0,1,0,8
"1693","OPC035","26-Sep",7.2,1,4,0,0,0,0,5
"1703","OPC035","26-Sep",7.62,3,2,0,0,0,0,5
"1713","OPC035","26-Sep",7.93,1,0,0,0,0,0,1
"1723","OPC035","26-Sep",8.45,4,1,1,0,0,0,6
"1733","OPC035","26-Sep",8.77,4,1,0,0,0,0,5
"1743","OPC035","26-Sep",9.39,4,0,1,0,0,0,5
"1753","OPC035","26-Sep",9.71,4,2,0,0,0,0,6
"1763","OPC035","26-Sep",10.33,4,2,0,0,0,0,6
"1773","OPC035","26-Sep",10.75,4,1,0,0,0,0,5
"1783","OPC035","26-Sep",11.17,5,2,0,0,0,0,7
"1793","OPC035","26-Sep",11.69,2,1,1,0,0,0,4
"1803","OPC035","26-Sep",12.11,3,1,0,0,0,0,4
"1813","OPC035","26-Sep",12.63,0,1,1,0,0,0,2
"1823","OPC035","26-Sep",13.05,5,3,2,0,0,0,10
"1833","OPC035","26-Sep",13.57,6,3,0,0,0,0,9
"1843","OPC035","26-Sep",14.09,3,2,0,0,0,0,5
"1853","OPC035","26-Sep",14.51,0,0,0,0,0,0,0
"1863","OPC035","26-Sep",15.03,2,1,0,0,0,0,3
"1873","OPC035","26-Sep",15.45,4,1,0,0,0,0,5
"1883","OPC035","26-Sep",15.98,5,1,0,0,0,0,6
"1893","OPC035","26-Sep",16.39,3,1,1,0,0,0,5
"1903","OPC035","26-Sep",16.92,5,0,0,0,0,0,5
"1914","OPC035","26-Sep",17.33,6,0,1,0,0,0,7
"1924","OPC035","26-Sep",17.86,2,1,0,0,0,0,3
"1934","OPC035","26-Sep",18.38,5,0,0,0,0,0,5
"1944","OPC035","26-Sep",18.8,4,0,0,0,0,0,4
"1954","OPC035","26-Sep",19.32,2,2,0,0,0,0,4
"1964","OPC035","26-Sep",19.74,5,0,0,0,0,0,5
"1974","OPC035","26-Sep",20.26,4,2,0,0,0,0,6
"1985","OPC035","26-Sep",20.78,3,0,0,0,0,0,3
"1995","OPC035","26-Sep",21.2,0,1,0,0,0,0,1
"2005","OPC035","26-Sep",21.72,3,0,0,0,0,0,3
"2015","OPC035","26-Sep",22.24,4,0,0,1,0,0,5
"2025","OPC035","26-Sep",22.77,2,1,0,0,0,0,3
"2035","OPC035","26-Sep",23.29,5,3,0,0,0,0,8
"2045","OPC035","26-Sep",23.71,1,0,1,0,0,0,2
"2055","OPC035","26-Sep",24.02,1,0,0,0,0,0,1
"2065","OPC035","26-Sep",24.54,3,0,0,0,0,0,3
"2076","OPC035","26-Sep",25.07,3,0,0,0,0,0,3
"2086","OPC035","26-Sep",25.59,7,2,2,0,0,0,11
"2096","OPC035","26-Sep",26.01,1,1,0,0,0,0,2
"2106","OPC035","26-Sep",26.53,4,1,0,0,0,0,5
"2116","OPC035","26-Sep",27.05,1,0,0,0,0,0,1
"2126","OPC035","26-Sep",27.47,4,1,0,0,0,0,5
"2136","OPC035","26-Sep",28.1,3,1,0,0,0,0,4
"2146","OPC035","26-Sep",28.41,2,0,0,0,0,0,2
"2156","OPC035","26-Sep",28.93,5,0,0,0,0,0,5
"2166","OPC035","26-Sep",29.35,2,0,0,0,0,0,2
"2176","OPC035","26-Sep",29.87,1,0,0,0,0,0,1
"2186","OPC035","26-Sep",30.39,2,0,0,0,0,0,2
"2196","OPC035","26-Sep",30.71,0,0,0,0,0,0,0
"2206","OPC035","26-Sep",31.33,2,0,0,0,0,0,2
"2216","OPC035","26-Sep",31.65,1,0,0,0,0,0,1
"2226","OPC035","26-Sep",32.17,0,0,0,0,0,0,0
"2236","OPC035","26-Sep",32.59,2,0,0,0,0,0,2
"2246","OPC035","26-Sep",33.11,5,2,0,0,0,0,7
"2256","OPC035","26-Sep",33.63,4,1,0,0,0,0,5
"2266","OPC035","26-Sep",34.05,1,0,0,0,0,0,1
"2276","OPC035","26-Sep",34.57,3,2,0,0,0,0,5
"2286","OPC035","26-Sep",34.99,4,0,0,0,0,0,4
"2296","OPC035","26-Sep",35.51,4,0,0,0,0,0,4
"2306","OPC035","26-Sep",36.04,1,0,0,0,0,0,1
"2316","OPC035","26-Sep",36.56,1,0,0,0,0,0,1
"2326","OPC035","26-Sep",36.98,0,0,0,0,0,0,0
"2336","OPC035","26-Sep",37.5,1,0,0,0,0,0,1
"2346","OPC035","26-Sep",38.02,1,1,0,0,0,0,2
"2356","OPC035","26-Sep",38.54,2,0,0,1,0,0,3
"2366","OPC035","26-Sep",39.07,3,3,0,0,0,0,6
"2376","OPC035","26-Sep",39.48,0,0,0,0,0,0,0
"2386","OPC035","26-Sep",40.01,1,1,1,0,0,0,3
"2396","OPC035","26-Sep",40.53,1,0,0,0,0,0,1
"2406","OPC035","26-Sep",41.05,4,0,1,0,0,0,5
"2416","OPC035","26-Sep",41.57,0,0,0,0,0,0,0
"2426","OPC035","26-Sep",42.1,0,0,0,1,0,0,1
"2436","OPC035","26-Sep",42.62,1,0,0,0,0,0,1
"2446","OPC035","26-Sep",43.14,0,0,0,0,0,0,0
"2456","OPC035","26-Sep",43.66,3,0,0,0,0,0,3
"2466","OPC035","26-Sep",44.19,0,1,0,0,0,0,1
"2476","OPC035","26-Sep",44.6,0,1,0,0,0,0,1
"2486","OPC035","26-Sep",45.13,0,0,0,0,0,0,0
"2496","OPC035","26-Sep",45.54,1,0,0,0,0,0,1
"2506","OPC035","26-Sep",45.86,0,0,0,0,0,0,0
"2516","OPC035","26-Sep",46.28,0,0,0,0,0,0,0
"2526","OPC035","26-Sep",46.59,0,0,0,0,0,1,1
"2538","OPC035","26-Sep",46.9,1,0,0,0,0,0,1
"2548","OPC035","26-Sep",47.22,0,0,0,0,0,0,0
"2558","OPC035","26-Sep",47.53,0,0,0,0,0,0,0
"2568","OPC035","26-Sep",47.74,0,0,0,0,0,0,0
"2578","OPC035","26-Sep",48.16,2,0,0,0,0,0,2
"2588","OPC035","26-Sep",48.37,0,0,0,0,0,0,0
"2598","OPC035","26-Sep",48.68,1,0,0,0,0,0,1
"2608","OPC035","26-Sep",48.99,0,0,0,0,0,0,0
"2618","OPC035","26-Sep",49.2,0,0,0,0,0,0,0
"2628","OPC035","26-Sep",49.52,0,0,0,0,0,0,0
"2638","OPC035","26-Sep",49.72,0,0,0,0,0,0,0
"2648","OPC035","26-Sep",50.04,0,0,0,0,0,0,0
"2658","OPC035","26-Sep",50.35,0,0,0,0,0,0,0
"2668","OPC035","26-Sep",50.56,0,0,0,0,1,0,1
"2678","OPC035","26-Sep",50.87,0,0,0,0,0,0,0
"2688","OPC035","26-Sep",51.29,0,1,0,0,0,0,1
"2698","OPC035","26-Sep",51.4,0,0,0,0,0,0,0
"2708","OPC035","26-Sep",51.71,0,1,1,0,0,0,2
"2718","OPC035","26-Sep",52.13,0,0,0,0,0,0,0
"2728","OPC035","26-Sep",52.23,0,0,0,0,0,0,0
"2738","OPC035","26-Sep",52.65,0,0,0,0,0,0,0
"2748","OPC035","26-Sep",52.75,0,0,0,0,0,0,0
"2758","OPC035","26-Sep",53.17,3,0,0,0,0,0,3
"2768","OPC035","26-Sep",53.49,0,0,0,0,0,0,0
"2778","OPC035","26-Sep",53.8,0,0,0,0,0,0,0
"2788","OPC035","26-Sep",54.01,0,0,0,0,0,0,0
"2798","OPC035","26-Sep",54.32,0,0,0,0,1,0,1
"2808","OPC035","26-Sep",54.53,0,0,0,0,0,0,0
"2818","OPC035","26-Sep",54.95,2,0,0,0,1,0,3
"2828","OPC035","26-Sep",55.26,3,1,0,0,0,0,4
"2838","OPC035","26-Sep",55.47,0,1,0,0,0,0,1
"2848","OPC035","26-Sep",55.78,1,0,0,0,0,0,1
"2858","OPC035","26-Sep",56.1,4,0,0,0,0,0,4
"2868","OPC035","26-Sep",56.41,0,0,1,0,0,0,1
"2878","OPC035","26-Sep",56.62,3,0,1,0,0,0,4
"2888","OPC035","26-Sep",56.93,1,0,0,0,0,0,1
"2899","OPC035","26-Sep",57.35,2,3,1,0,0,0,6
"2909","OPC035","26-Sep",57.56,9,1,1,0,0,0,11
"2919","OPC035","26-Sep",57.87,3,0,0,0,0,0,3
"2929","OPC035","26-Sep",58.19,1,1,2,0,0,0,4
"2939","OPC035","26-Sep",58.61,3,0,1,0,0,0,4
"2949","OPC035","26-Sep",58.81,3,1,0,0,0,0,4
"2959","OPC035","26-Sep",59.13,3,0,0,0,0,0,3
"2969","OPC035","26-Sep",59.55,3,0,1,0,1,0,5
"2979","OPC035","26-Sep",59.86,0,2,1,0,0,0,3
"2989","OPC035","26-Sep",60.17,2,1,1,0,0,0,4
"2999","OPC035","26-Sep",60.49,2,2,1,0,0,1,6
"3009","OPC035","26-Sep",60.9,5,1,0,1,1,1,9
"30110","OPC035","26-Sep",61.22,5,1,1,0,0,0,7
"30210","OPC035","26-Sep",61.53,6,3,2,0,0,0,11
"30310","OPC035","26-Sep",61.84,4,1,0,0,0,0,5
"30410","OPC035","26-Sep",62.05,3,2,0,0,0,1,6
"30510","OPC035","26-Sep",62.37,2,2,0,0,0,0,4
"30610","OPC035","26-Sep",62.89,3,3,1,0,2,0,9
"30710","OPC035","26-Sep",63.1,2,1,2,0,0,0,5
"30810","OPC035","26-Sep",63.52,3,4,5,0,0,0,12
"30910","OPC035","26-Sep",63.73,2,0,2,0,0,0,4
"31010","OPC035","26-Sep",64.14,3,6,3,0,1,0,13
"31110","OPC035","26-Sep",64.46,5,3,3,0,2,0,13
"31210","OPC035","26-Sep",64.77,4,4,3,1,1,0,13
"31310","OPC035","26-Sep",65.19,7,4,2,2,0,0,15
"31410","OPC035","26-Sep",65.5,3,7,3,1,0,0,14
"31510","OPC035","26-Sep",65.92,5,2,3,2,1,0,13
"31610","OPC035","26-Sep",66.13,5,2,2,0,0,0,9
"31710","OPC035","26-Sep",66.55,1,3,1,0,0,0,5
"31810","OPC035","26-Sep",66.96,4,7,1,0,1,0,13
"31910","OPC035","26-Sep",67.17,3,2,3,0,1,1,10
"32010","OPC035","26-Sep",67.59,1,5,4,0,1,0,11
"32110","OPC035","26-Sep",68.01,3,1,2,1,0,0,7
"32210","OPC035","26-Sep",68.32,2,3,4,0,0,0,9
"32310","OPC035","26-Sep",68.74,5,6,5,2,0,0,18
"32410","OPC035","26-Sep",69.05,2,6,5,2,0,0,15
"32510","OPC035","26-Sep",69.47,5,1,2,2,1,0,11
"32610","OPC035","26-Sep",69.79,3,3,2,1,0,0,9
"32710","OPC035","26-Sep",70.2,2,6,2,6,1,0,17
"32810","OPC035","26-Sep",70.52,3,3,5,0,1,1,13
"32910","OPC035","26-Sep",70.83,3,5,3,1,0,0,12
"33010","OPC035","26-Sep",71.25,7,3,1,2,0,1,14
