"","Cast","Date","Depth_m","Bin8","Bin9","Bin10","Bin11","Bin12","Bin13","Bin_Sum"
"1845","OPC038","26-Sep",12.74,3,2,2,1,1,1,10
"1855","OPC038","26-Sep",13.05,4,5,9,2,1,1,22
"1865","OPC038","26-Sep",13.36,1,5,4,0,1,1,12
"1875","OPC038","26-Sep",13.57,0,4,0,2,1,1,8
"1885","OPC038","26-Sep",13.99,0,3,5,2,1,0,11
"1896","OPC038","26-Sep",14.2,3,5,2,2,5,2,19
"1906","OPC038","26-Sep",14.51,0,2,2,1,2,0,7
"1917","OPC038","26-Sep",14.83,0,0,2,0,0,0,2
"1927","OPC038","26-Sep",15.14,1,2,2,1,2,0,8
"1937","OPC038","26-Sep",15.35,2,2,0,1,2,2,9
"1947","OPC038","26-Sep",15.66,0,0,0,1,1,2,4
"1957","OPC038","26-Sep",15.87,1,0,2,0,0,0,3
"1967","OPC038","26-Sep",16.29,0,1,0,1,0,0,2
"1977","OPC038","26-Sep",16.6,0,1,1,0,0,0,2
"1988","OPC038","26-Sep",16.92,0,0,0,0,0,0,0
"1998","OPC038","26-Sep",17.23,0,0,0,0,0,0,0
"2008","OPC038","26-Sep",17.54,0,1,3,3,2,0,9
"2018","OPC038","26-Sep",17.86,0,0,0,0,0,0,0
"2028","OPC038","26-Sep",18.27,0,0,0,2,1,0,3
"2038","OPC038","26-Sep",18.59,0,0,0,0,0,0,0
"2048","OPC038","26-Sep",18.9,0,0,1,1,0,0,2
"2058","OPC038","26-Sep",19.21,0,1,0,0,0,0,1
"2068","OPC038","26-Sep",19.63,0,0,0,0,0,0,0
"2079","OPC038","26-Sep",20.05,0,1,0,0,0,0,1
"2089","OPC038","26-Sep",20.36,0,0,0,0,0,0,0
"2099","OPC038","26-Sep",20.78,0,0,0,0,3,0,3
"2109","OPC038","26-Sep",21.1,0,0,0,0,0,1,1
"2119","OPC038","26-Sep",21.51,0,1,0,1,1,0,3
"2129","OPC038","26-Sep",21.83,1,0,0,1,0,0,2
"2139","OPC038","26-Sep",22.24,0,0,1,0,1,0,2
"2149","OPC038","26-Sep",22.66,0,1,1,0,0,0,2
"2159","OPC038","26-Sep",23.08,0,1,0,0,0,0,1
"2169","OPC038","26-Sep",23.39,0,1,1,0,0,0,2
"2179","OPC038","26-Sep",23.92,1,2,1,0,0,0,4
"2189","OPC038","26-Sep",24.23,1,1,1,0,0,0,3
"2199","OPC038","26-Sep",24.65,1,1,0,0,0,0,2
"2209","OPC038","26-Sep",25.07,0,1,0,0,0,0,1
"2219","OPC038","26-Sep",25.48,0,1,1,0,1,0,3
"2229","OPC038","26-Sep",25.9,1,1,0,0,0,0,2
"2239","OPC038","26-Sep",26.32,1,0,1,0,0,0,2
"2249","OPC038","26-Sep",26.63,0,0,0,0,1,0,1
"2259","OPC038","26-Sep",27.05,1,0,0,0,0,0,1
"2269","OPC038","26-Sep",27.47,0,1,1,0,0,0,2
"2279","OPC038","26-Sep",27.89,0,0,2,0,0,0,2
"2289","OPC038","26-Sep",28.3,0,0,0,0,0,0,0
"2299","OPC038","26-Sep",28.83,0,0,1,0,0,0,1
"2309","OPC038","26-Sep",29.14,0,0,1,0,0,0,1
"2319","OPC038","26-Sep",29.56,0,0,1,0,0,0,1
"2329","OPC038","26-Sep",29.98,0,1,1,0,0,0,2
"2339","OPC038","26-Sep",30.39,0,0,0,0,0,0,0
"2349","OPC038","26-Sep",30.71,1,0,0,0,1,0,2
"2359","OPC038","26-Sep",31.23,0,0,1,0,0,0,1
"2369","OPC038","26-Sep",31.54,1,1,0,1,0,0,3
"2379","OPC038","26-Sep",32.07,0,0,0,0,0,0,0
"2389","OPC038","26-Sep",32.38,2,0,1,0,0,0,3
"2399","OPC038","26-Sep",32.8,2,0,1,0,0,0,3
"2409","OPC038","26-Sep",33.22,0,0,1,0,0,0,1
"2419","OPC038","26-Sep",33.53,0,2,0,0,0,0,2
"2429","OPC038","26-Sep",34.05,0,1,0,0,0,0,1
"2439","OPC038","26-Sep",34.47,0,1,1,0,0,0,2
"2449","OPC038","26-Sep",34.89,0,1,1,1,0,0,3
"2459","OPC038","26-Sep",35.31,0,1,1,1,1,0,4
"2469","OPC038","26-Sep",35.72,1,0,0,1,0,0,2
"2479","OPC038","26-Sep",36.14,0,0,0,0,0,0,0
"2489","OPC038","26-Sep",36.56,0,0,0,0,0,0,0
"2499","OPC038","26-Sep",36.87,0,0,0,0,0,0,0
"2509","OPC038","26-Sep",37.29,0,1,1,0,0,0,2
"2519","OPC038","26-Sep",37.81,0,2,0,0,0,0,2
"2529","OPC038","26-Sep",38.23,0,1,1,0,0,0,2
"25311","OPC038","26-Sep",38.65,1,0,1,1,0,0,3
"25411","OPC038","26-Sep",38.96,0,0,0,0,1,0,1
"25511","OPC038","26-Sep",39.48,2,0,1,0,1,0,4
"25611","OPC038","26-Sep",39.9,1,0,1,2,0,1,5
"25711","OPC038","26-Sep",40.32,0,0,1,0,0,0,1
"25811","OPC038","26-Sep",40.74,0,0,0,0,0,0,0
"25911","OPC038","26-Sep",41.16,0,0,0,1,2,0,3
"26011","OPC038","26-Sep",41.68,0,0,0,1,1,0,2
"26111","OPC038","26-Sep",42.1,0,0,0,1,0,0,1
"26211","OPC038","26-Sep",42.51,0,0,0,1,0,0,1
"26311","OPC038","26-Sep",42.83,0,0,0,0,1,0,1
"26411","OPC038","26-Sep",43.35,1,0,0,0,2,2,5
"26511","OPC038","26-Sep",43.87,0,0,0,0,1,3,4
"26611","OPC038","26-Sep",44.19,0,0,0,0,1,0,1
"26711","OPC038","26-Sep",44.71,0,0,1,1,0,0,2
"26811","OPC038","26-Sep",45.13,0,0,0,0,0,2,2
"26911","OPC038","26-Sep",45.34,0,0,0,0,1,0,1
"27011","OPC038","26-Sep",45.96,3,0,0,0,0,1,4
"27111","OPC038","26-Sep",46.38,0,0,0,0,0,1,1
"27211","OPC038","26-Sep",46.59,0,0,0,1,0,1,2
"27311","OPC038","26-Sep",47.11,0,0,2,2,0,0,4
"27411","OPC038","26-Sep",47.63,1,0,0,1,0,2,4
"27511","OPC038","26-Sep",47.95,0,0,1,0,0,1,2
"27611","OPC038","26-Sep",48.26,1,1,0,0,0,2,4
"27711","OPC038","26-Sep",48.78,0,0,1,1,0,1,3
"27811","OPC038","26-Sep",49.31,2,0,0,0,0,3,5
"27911","OPC038","26-Sep",49.52,0,0,1,0,0,2,3
"28011","OPC038","26-Sep",50.04,1,0,0,0,0,1,2
"28111","OPC038","26-Sep",50.46,1,0,1,0,0,1,3
"28211","OPC038","26-Sep",50.87,0,0,0,0,0,1,1
"28311","OPC038","26-Sep",51.4,0,1,0,1,0,3,5
"28411","OPC038","26-Sep",51.81,1,0,0,0,0,1,2
"28511","OPC038","26-Sep",52.13,0,0,0,1,1,0,2
"28611","OPC038","26-Sep",52.65,2,1,1,0,0,2,6
"28711","OPC038","26-Sep",53.07,1,2,0,0,0,1,4
"28811","OPC038","26-Sep",53.49,1,0,0,0,0,1,2
"28912","OPC038","26-Sep",53.8,1,0,0,0,0,0,1
"29012","OPC038","26-Sep",54.22,1,1,1,0,0,1,4
"29112","OPC038","26-Sep",54.74,1,2,0,0,0,0,3
"29212","OPC038","26-Sep",55.16,1,1,1,1,0,1,5
"29312","OPC038","26-Sep",55.47,0,1,1,0,0,2,4
"29412","OPC038","26-Sep",55.78,1,0,0,0,0,1,2
