Data Start: 2020-09-24 18:19:15
Data End: 2020-09-24 18:41:16
Devicename: Multi Plankton Sampler MPS
IdentNo.: 1020

Net []
Range1: 0 to 5

Pressure [dbar]
Range1: 0.0 to 3000.0  Cal0: -8.585877E+2  Cal1: 1.175972E-1  Cal2: -1.044298E-6  Cal3: -1.441992E+0  Cal4: 9.253807E-5  Cal5: -8.766143E-10  Cal6: 7.97392E-2  Cal7: 7.856609E-2  Cal8: -1.359118E-8

Volume [m³]
Range1: 0 to 65000  Cal0: 2.5E-1

Flow in [m/s]
Range1: 0.0000 to 9.9000

Flow out [m/s]
Range1: 0.0000 to 9.9000

Flow ratio [%]
Range1: 0.00 to 200.00

Header Comment

Ship:		
Cruise:		
Station:		
Cast:		
Position:		
Operator:		


Time [hh:mm:ss]	Net []	Pressure [dbar]	Volume [m³]	Flow in [m/s]	Flow out [m/s]	Flow ratio [%]	Comments  [Index]
18:19:15	0	-0.1	0	0.0000	0.0000	0.00	
18:19:16	0	-0.1	0	0.0000	0.0000	0.00	
18:19:17	0	-0.1	0	0.0000	0.0000	0.00	
18:19:18	0	-0.1	0	0.0000	0.0000	0.00	
18:19:19	0	-0.1	0	0.0000	0.0000	0.00	
18:19:20	0	-0.1	0	0.0000	0.0000	0.00	
18:19:21	0	-0.1	0	0.0000	0.0000	0.00	
18:19:22	0	-0.1	0	0.0000	0.0000	0.00	
18:19:23	0	-0.1	0	0.0000	0.0000	0.00	
18:19:24	0	-0.1	0	0.0000	0.0000	0.00	
18:19:25	0	-0.1	0	0.0000	0.0000	0.00	
18:19:26	0	-0.1	0	0.0000	0.0000	0.00	
18:19:27	0	-0.1	0	0.0000	0.0000	0.00	
18:19:28	0	-0.1	0	0.0000	0.0000	0.00	
18:19:29	0	-0.1	0	0.0000	0.0000	0.00	
18:19:30	0	-0.1	0	0.0000	0.0000	0.00	
18:19:31	0	-0.1	0	0.0000	0.0000	0.00	
18:19:32	0	-0.1	0	0.0000	0.0000	0.00	
18:19:33	0	-0.1	0	0.0000	0.0000	0.00	
18:19:34	0	-0.1	0	0.0000	0.0000	0.00	
18:19:35	0	-0.1	0	0.0000	0.0000	0.00	
18:19:36	0	-0.1	0	0.0000	0.0000	0.00	
18:19:37	0	-0.1	0	0.0000	0.0000	0.00	
18:19:38	0	-0.1	0	0.0000	0.0000	0.00	
18:19:39	0	-0.1	0	0.0000	0.0000	0.00	
18:19:40	0	-0.1	0	0.0000	0.0000	0.00	
18:19:41	0	-0.1	0	0.0000	0.0000	0.00	
18:19:42	0	-0.1	0	0.0000	0.0000	0.00	
18:19:43	0	-0.1	0	0.0000	0.0000	0.00	
18:19:44	0	-0.1	0	0.0000	0.0000	0.00	
18:19:45	0	-0.1	0	0.0000	0.0000	0.00	
18:19:46	0	-0.1	0	0.0000	0.0000	0.00	
18:19:47	0	-0.1	0	0.0000	0.0000	0.00	
18:19:48	0	-0.1	0	0.0000	0.0000	0.00	
18:19:49	0	-0.1	0	0.0000	0.0000	0.00	
18:19:50	0	-0.1	0	0.0000	0.0000	0.00	
18:19:51	0	-0.1	0	0.0000	0.0000	0.00	
18:19:52	0	-0.1	0	0.0000	0.0000	0.00	
18:19:53	0	-0.1	0	0.0000	0.0000	0.00	
18:19:54	0	-0.1	0	0.0000	0.0000	0.00	
18:19:55	0	-0.1	0	0.0000	0.0000	0.00	
18:19:56	0	-0.1	0	0.0000	0.0000	0.00	
18:19:57	0	-0.1	0	0.0000	0.0000	0.00	
18:19:58	0	-0.1	0	0.0000	0.0000	0.00	
18:19:59	0	-0.1	0	0.0000	0.0000	0.00	
18:20:00	0	-0.1	0	0.0000	0.0000	0.00	
18:20:01	0	-0.1	0	0.0000	0.0000	0.00	
18:20:02	0	-0.1	0	0.0000	0.0000	0.00	
18:20:03	0	-0.1	0	0.0000	0.0000	0.00	
18:20:04	0	-0.1	0	0.0000	0.0000	0.00	
18:20:05	0	-0.1	0	0.0000	0.0000	0.00	
18:20:06	0	-0.1	0	0.0000	0.0000	0.00	
18:20:07	0	-0.1	0	0.0000	0.0000	0.00	
18:20:08	0	-0.1	0	0.0000	0.0000	0.00	
18:20:09	0	-0.1	0	0.0000	0.0000	0.00	
18:20:10	0	-0.1	0	0.0000	0.0000	0.00	
18:20:11	0	-0.1	0	0.0000	0.0000	0.00	
18:20:12	0	-0.1	0	0.0000	0.0000	0.00	
18:20:13	0	-0.1	0	0.0000	0.0000	0.00	
18:20:14	0	-0.1	0	0.0000	0.0000	0.00	
18:20:15	0	-0.1	0	0.0000	0.0000	0.00	
18:20:16	0	-0.1	0	0.0000	0.0000	0.00	
18:20:17	0	-0.1	0	0.0000	0.0000	0.00	
18:20:18	0	-0.1	0	0.0000	0.0000	0.00	
18:20:19	0	-0.1	0	0.0000	0.0000	0.00	
18:20:20	0	-0.1	0	0.0000	0.0000	0.00	
18:20:21	0	-0.1	0	0.0000	0.0000	0.00	
18:20:22	0	-0.1	0	0.0000	0.0000	0.00	
18:20:23	0	-0.1	0	0.0000	0.0000	0.00	
18:20:24	0	-0.1	0	0.0000	0.0000	0.00	
18:20:25	0	-0.1	0	0.0000	0.0000	0.00	
18:20:26	0	-0.1	0	0.0000	0.0000	0.00	
18:20:27	0	-0.1	0	0.0000	0.0000	0.00	
18:20:28	0	-0.1	0	0.0000	0.0000	0.00	
18:20:29	0	-0.1	0	0.0000	0.0000	0.00	
18:20:30	0	-0.1	0	0.0000	0.0000	0.00	
18:20:31	0	-0.1	0	0.0000	0.0000	0.00	
18:20:32	0	-0.1	0	0.0000	0.0000	0.00	
18:20:33	0	-0.1	0	0.0000	0.0000	0.00	
18:20:34	0	-0.1	0	0.0000	0.0000	0.00	
18:20:35	0	-0.1	0	0.0000	0.0000	0.00	
18:20:36	0	-0.1	0	0.0000	0.0000	0.00	
18:20:37	0	-0.1	0	0.0000	0.0000	0.00	
18:20:38	0	-0.1	0	0.0000	0.0000	0.00	
18:20:39	0	-0.1	0	0.0000	0.0000	0.00	
18:20:40	0	-0.1	0	0.0000	0.0000	0.00	
18:20:41	0	-0.1	0	0.0000	0.0000	0.00	
18:20:42	0	-0.1	0	0.0000	0.0000	0.00	
18:20:43	0	-0.1	0	0.0000	0.0000	0.00	
18:20:44	0	-0.1	0	0.0000	0.0000	0.00	
18:20:45	0	-0.1	0	0.0000	0.0000	0.00	
18:20:46	0	-0.1	0	0.0000	0.0000	0.00	
18:20:47	0	-0.1	0	0.0000	0.0000	0.00	
18:20:48	0	-0.1	0	0.0000	0.0000	0.00	
18:20:49	0	-0.1	0	0.0000	0.0000	0.00	
18:20:50	0	-0.1	0	0.0000	0.0000	0.00	
18:20:51	0	-0.1	0	0.0000	0.1000	0.00	
18:20:52	0	-0.1	0	0.5000	0.8000	62.50	
18:20:53	0	0.0	0	1.1000	1.4000	78.57	
18:20:54	0	0.0	0	1.4000	1.6000	87.50	
18:20:55	0	0.0	1	1.6000	2.1000	76.19	
18:20:56	0	0.0	1	1.6000	2.0000	80.00	
18:20:57	0	0.0	2	1.6000	1.6000	100.00	
18:20:58	0	0.0	2	1.9000	1.4000	135.71	
18:20:59	0	-0.1	3	1.8000	1.5000	120.00	
18:21:00	0	-0.1	3	0.9000	1.4000	64.29	
18:21:01	0	-0.1	3	0.1000	0.8000	12.50	
18:21:02	0	-0.1	3	0.0000	0.3000	0.00	
18:21:03	0	-0.1	3	0.0000	0.2000	0.00	
18:21:04	0	-0.1	3	0.0000	0.3000	0.00	
18:21:05	0	-0.1	3	0.0000	0.3000	0.00	
18:21:06	0	0.0	3	0.0000	0.1000	0.00	
18:21:07	0	-0.1	3	0.0000	0.2000	0.00	
18:21:08	0	-0.1	3	0.1000	0.3000	33.33	
18:21:09	0	-0.1	3	0.1000	0.1000	100.00	
18:21:10	0	-0.1	3	0.0000	0.0000	0.00	
18:21:11	0	-0.1	3	0.0000	0.0000	0.00	
18:21:12	0	-0.1	3	0.0000	0.0000	0.00	
18:21:13	0	-0.1	3	0.0000	0.0000	0.00	
18:21:14	0	-0.1	3	0.0000	0.0000	0.00	
18:21:15	0	-0.1	3	0.0000	0.0000	0.00	
18:21:16	0	-0.2	3	0.0000	0.0000	0.00	
18:21:17	0	-0.2	3	0.0000	0.0000	0.00	
18:21:18	0	-0.2	3	0.0000	0.0000	0.00	
18:21:19	0	-0.2	3	0.0000	0.0000	0.00	
18:21:20	0	-0.2	3	0.0000	0.0000	0.00	
18:21:21	0	-0.2	3	0.0000	0.0000	0.00	
18:21:22	0	-0.2	3	0.0000	0.0000	0.00	
18:21:23	0	-0.2	3	0.0000	0.0000	0.00	
18:21:24	0	-0.2	3	0.0000	0.0000	0.00	
18:21:25	0	-0.2	3	0.0000	0.0000	0.00	
18:21:26	0	-0.2	3	0.0000	0.0000	0.00	
18:21:27	0	-0.2	3	0.0000	0.0000	0.00	
18:21:28	0	-0.2	3	0.0000	0.0000	0.00	
18:21:29	0	-0.2	3	0.0000	0.0000	0.00	
18:21:30	0	-0.2	3	0.0000	0.0000	0.00	
18:21:31	0	-0.2	3	0.0000	0.0000	0.00	
18:21:32	0	-0.2	3	0.0000	0.0000	0.00	
18:21:33	0	-0.2	3	0.0000	0.0000	0.00	
18:21:34	0	-0.2	3	0.0000	0.0000	0.00	
18:21:35	0	-0.2	3	0.0000	0.0000	0.00	
18:21:36	0	-0.2	3	0.0000	0.0000	0.00	
18:21:37	0	-0.2	3	0.0000	0.0000	0.00	
18:21:38	0	-0.2	3	0.0000	0.0000	0.00	
18:21:39	0	-0.2	3	0.0000	0.0000	0.00	
18:21:40	0	-0.2	3	0.0000	0.0000	0.00	
18:21:41	0	-0.2	3	0.0000	0.0000	0.00	
18:21:42	0	-0.2	3	0.0000	0.0000	0.00	
18:21:43	0	-0.2	3	0.0000	0.0000	0.00	
18:21:44	0	-0.2	3	0.0000	0.0000	0.00	
18:21:45	0	-0.2	3	0.0000	0.0000	0.00	
18:21:46	0	-0.2	3	0.0000	0.0000	0.00	
18:21:47	0	-0.2	3	0.0000	0.0000	0.00	
18:21:48	0	-0.2	3	0.0000	0.0000	0.00	
18:21:49	0	-0.2	3	0.0000	0.0000	0.00	
18:21:50	0	-0.2	3	0.0000	0.0000	0.00	
18:21:51	0	-0.2	3	0.0000	0.0000	0.00	
18:21:52	0	-0.2	3	0.0000	0.0000	0.00	
18:21:53	0	-0.2	3	0.0000	0.0000	0.00	
18:21:54	0	-0.2	3	0.0000	0.0000	0.00	
18:21:55	0	-0.2	3	0.0000	0.0000	0.00	
18:21:56	0	-0.2	3	0.0000	0.0000	0.00	
18:21:57	0	-0.2	3	0.0000	0.0000	0.00	
18:21:58	0	-0.2	3	0.0000	0.0000	0.00	
18:21:59	0	-0.2	3	0.0000	0.0000	0.00	
18:22:00	0	-0.2	3	0.0000	0.0000	0.00	
18:22:01	0	-0.2	3	0.0000	0.0000	0.00	
18:22:02	0	-0.2	3	0.0000	0.0000	0.00	
18:22:03	0	-0.2	3	0.0000	0.0000	0.00	
18:22:04	0	-0.2	3	0.0000	0.0000	0.00	
18:22:05	0	-0.2	3	0.0000	0.0000	0.00	
18:22:06	0	-0.2	3	0.0000	0.0000	0.00	
18:22:07	0	-0.2	3	0.0000	0.0000	0.00	
18:22:08	0	-0.2	3	0.0000	0.0000	0.00	
18:22:09	0	-0.2	3	0.0000	0.0000	0.00	
18:22:10	0	-0.2	3	0.0000	0.0000	0.00	
18:22:11	0	-0.2	3	0.0000	0.0000	0.00	
18:22:12	0	-0.2	3	0.0000	0.0000	0.00	
18:22:13	0	-0.2	3	0.0000	0.0000	0.00	
18:22:14	0	-0.2	3	0.0000	0.0000	0.00	
18:22:15	0	-0.2	3	0.0000	0.0000	0.00	
18:22:16	0	-0.2	3	0.0000	0.0000	0.00	
18:22:17	0	-0.2	3	0.0000	0.0000	0.00	
18:22:18	0	-0.2	3	0.0000	0.0000	0.00	
18:22:19	0	-0.2	3	0.0000	0.0000	0.00	
18:22:20	0	-0.2	3	0.0000	0.0000	0.00	
18:22:21	0	-0.2	3	0.0000	0.0000	0.00	
18:22:22	0	-0.2	3	0.1000	0.0000	0.00	
18:22:23	0	-0.2	3	0.2000	0.0000	0.00	
18:22:24	0	-0.2	3	0.3000	0.0000	0.00	
18:22:25	0	-0.2	3	0.1000	0.0000	0.00	
18:22:26	0	-0.2	3	0.0000	0.0000	0.00	
18:22:27	0	-0.2	3	0.0000	0.0000	0.00	
18:22:28	0	-0.2	3	0.1000	0.0000	0.00	
18:22:29	0	-0.2	3	0.1000	0.0000	0.00	
18:22:30	0	-0.3	3	0.0000	0.0000	0.00	
18:22:31	0	-0.3	3	0.0000	0.0000	0.00	
18:22:32	0	-0.3	3	0.0000	0.0000	0.00	
18:22:33	0	-0.3	3	0.0000	0.0000	0.00	
18:22:34	0	-0.3	3	0.0000	0.0000	0.00	
18:22:35	0	-0.3	3	0.0000	0.0000	0.00	
18:22:36	0	-0.3	3	0.0000	0.1000	0.00	
18:22:37	0	-0.2	3	0.5000	0.5000	100.00	
18:22:38	0	-0.1	3	1.2000	0.9000	133.33	
18:22:39	0	0.0	4	1.6000	1.0000	160.00	
18:22:40	0	0.3	4	1.8000	1.2000	150.00	
18:22:41	0	0.6	5	1.8000	1.3000	138.46	
18:22:42	0	1.0	5	1.8000	1.2000	150.00	
18:22:43	0	1.5	6	1.7000	1.2000	141.67	
18:22:44	0	2.1	6	1.7000	1.5000	113.33	
18:22:45	0	2.5	7	1.8000	1.7000	105.88	
18:22:46	0	2.9	7	1.6000	1.5000	106.67	
18:22:47	0	3.4	7	1.4000	1.3000	107.69	
18:22:48	0	4.0	8	1.4000	1.2000	116.67	
18:22:49	0	4.4	8	1.6000	1.3000	123.08	
18:22:50	0	4.9	8	1.6000	1.4000	114.29	
18:22:51	0	5.3	9	1.4000	1.2000	116.67	
18:22:52	0	5.6	9	1.3000	1.2000	108.33	
18:22:53	0	6.0	10	1.4000	1.2000	116.67	
18:22:54	0	6.5	10	1.5000	1.2000	125.00	
18:22:55	0	7.0	10	1.6000	1.3000	123.08	
18:22:56	0	7.4	11	1.6000	1.4000	114.29	
18:22:57	0	8.0	11	1.5000	1.3000	115.38	
18:22:58	0	8.5	11	1.5000	1.2000	125.00	
18:22:59	0	8.8	12	1.6000	1.3000	123.08	
18:23:00	0	9.2	12	1.6000	1.3000	123.08	
18:23:01	0	9.6	13	1.5000	1.3000	115.38	
18:23:02	0	10.0	13	1.5000	1.3000	115.38	
18:23:03	0	10.5	13	1.5000	1.2000	125.00	
18:23:04	0	10.8	14	1.4000	1.2000	116.67	
18:23:05	0	11.3	14	1.4000	1.2000	116.67	
18:23:06	0	11.7	14	1.6000	1.3000	123.08	
18:23:07	0	12.2	15	1.6000	1.3000	123.08	
18:23:08	0	12.6	15	1.5000	1.3000	115.38	
18:23:09	0	13.1	16	1.5000	1.3000	115.38	
18:23:10	0	13.4	16	1.5000	1.2000	125.00	
18:23:11	0	13.8	16	1.5000	1.2000	125.00	
18:23:12	0	14.1	17	1.5000	1.3000	115.38	
18:23:13	0	14.6	17	1.6000	1.3000	123.08	
18:23:14	0	15.1	18	1.6000	1.2000	133.33	
18:23:15	0	15.5	18	1.5000	1.3000	115.38	
18:23:16	0	16.0	18	1.6000	1.3000	123.08	
18:23:17	0	16.3	19	1.6000	1.3000	123.08	
18:23:18	0	16.7	19	1.6000	1.4000	114.29	
18:23:19	0	17.1	19	1.6000	1.3000	123.08	
18:23:20	0	17.5	20	1.6000	1.3000	123.08	
18:23:21	0	17.9	20	1.6000	1.4000	114.29	
18:23:22	0	18.3	21	1.6000	1.3000	123.08	
18:23:23	0	18.7	21	1.5000	1.3000	115.38	
18:23:24	0	19.1	21	1.6000	1.4000	114.29	
18:23:25	0	19.4	22	1.7000	1.4000	121.43	
18:23:26	0	19.9	22	1.8000	1.4000	128.57	
18:23:27	0	20.2	23	1.8000	1.4000	128.57	
18:23:28	0	20.6	23	1.8000	1.4000	128.57	
18:23:29	0	21.1	24	1.7000	1.4000	121.43	
18:23:30	0	21.5	24	1.6000	1.3000	123.08	
18:23:31	0	21.8	24	1.6000	1.4000	114.29	
18:23:32	0	22.2	25	1.6000	1.4000	114.29	
18:23:33	0	22.6	25	1.7000	1.4000	121.43	
18:23:34	0	23.0	26	1.6000	1.4000	114.29	
18:23:35	0	23.4	26	1.6000	1.3000	123.08	
18:23:36	0	23.8	26	1.6000	1.3000	123.08	
18:23:37	0	24.1	27	1.6000	1.3000	123.08	
18:23:38	0	24.4	27	1.6000	1.3000	123.08	
18:23:39	0	24.8	28	1.6000	1.4000	114.29	
18:23:40	0	25.2	28	1.6000	1.3000	123.08	
18:23:41	0	25.5	28	1.6000	1.3000	123.08	
18:23:42	0	25.9	29	1.6000	1.3000	123.08	
18:23:43	0	26.2	29	1.6000	1.3000	123.08	
18:23:44	0	26.6	30	1.6000	1.3000	123.08	
18:23:45	0	27.0	30	1.6000	1.2000	133.33	
18:23:46	0	27.3	30	1.6000	1.3000	123.08	
18:23:47	0	27.6	31	1.5000	1.3000	115.38	
18:23:48	0	28.0	31	1.5000	1.2000	125.00	
18:23:49	0	28.3	32	1.5000	1.2000	125.00	
18:23:50	0	28.7	32	1.5000	1.2000	125.00	
18:23:51	0	29.1	32	1.5000	1.2000	125.00	
18:23:52	0	29.5	33	1.5000	1.2000	125.00	
18:23:53	0	29.8	33	1.6000	1.3000	123.08	
18:23:54	0	30.2	33	1.6000	1.3000	123.08	
18:23:55	0	30.6	34	1.5000	1.3000	115.38	
18:23:56	0	30.9	34	1.5000	1.3000	115.38	
18:23:57	0	31.3	35	1.5000	1.2000	125.00	
18:23:58	0	31.7	35	1.5000	1.2000	125.00	
18:23:59	0	32.1	35	1.5000	1.2000	125.00	
18:24:00	0	32.5	36	1.6000	1.3000	123.08	
18:24:01	0	32.8	36	1.6000	1.3000	123.08	
18:24:02	0	33.0	37	1.6000	1.3000	123.08	
18:24:03	0	33.4	37	1.5000	1.3000	115.38	
18:24:04	0	33.7	37	1.4000	1.2000	116.67	
18:24:05	0	34.0	38	1.5000	1.2000	125.00	
18:24:06	0	34.4	38	1.6000	1.2000	133.33	
18:24:07	0	34.7	38	1.5000	1.2000	125.00	
18:24:08	0	35.1	39	1.5000	1.3000	115.38	
18:24:09	0	35.6	39	1.5000	1.3000	115.38	
18:24:10	0	35.9	40	1.6000	1.3000	123.08	
18:24:11	0	36.2	40	1.6000	1.3000	123.08	
18:24:12	0	36.6	40	1.6000	1.3000	123.08	
18:24:13	0	36.9	41	1.6000	1.3000	123.08	
18:24:14	0	37.3	41	1.4000	1.2000	116.67	
18:24:15	0	37.7	41	1.4000	1.2000	116.67	
18:24:16	0	38.0	42	1.4000	1.2000	116.67	
18:24:17	0	38.2	42	1.5000	1.2000	125.00	
18:24:18	0	38.5	43	1.5000	1.2000	125.00	
18:24:19	0	38.8	43	1.4000	1.2000	116.67	
18:24:20	0	39.2	43	1.4000	1.2000	116.67	
18:24:21	0	39.6	44	1.5000	1.2000	125.00	
18:24:22	0	39.9	44	1.5000	1.2000	125.00	
18:24:23	0	40.3	44	1.5000	1.2000	125.00	
18:24:24	0	40.7	45	1.4000	1.2000	116.67	
18:24:25	0	41.0	45	1.4000	1.2000	116.67	
18:24:26	0	41.2	45	1.4000	1.2000	116.67	
18:24:27	0	41.5	46	1.4000	1.2000	116.67	
18:24:28	0	41.8	46	1.4000	1.2000	116.67	
18:24:29	0	42.1	47	1.4000	1.2000	116.67	
18:24:30	0	42.5	47	1.4000	1.2000	116.67	
18:24:31	0	42.9	47	1.4000	1.2000	116.67	
18:24:32	0	43.2	48	1.4000	1.2000	116.67	
18:24:33	0	43.5	48	1.4000	1.1000	127.27	
18:24:34	0	43.7	48	1.4000	1.2000	116.67	
18:24:35	0	44.1	49	1.4000	1.2000	116.67	
18:24:36	0	44.4	49	1.4000	1.1000	127.27	
18:24:37	0	44.9	49	1.3000	1.1000	118.18	
18:24:38	0	45.3	50	1.3000	1.2000	108.33	
18:24:39	0	45.8	50	1.4000	1.2000	116.67	
18:24:40	0	46.2	50	1.4000	1.2000	116.67	
18:24:41	0	46.6	51	1.4000	1.2000	116.67	
18:24:42	0	47.0	51	1.4000	1.2000	116.67	
18:24:43	0	47.4	51	1.4000	1.2000	116.67	
18:24:44	0	47.8	52	1.3000	1.2000	108.33	
18:24:45	0	48.2	52	1.4000	1.1000	127.27	
18:24:46	0	48.5	52	1.4000	1.2000	116.67	
18:24:47	0	48.9	53	1.4000	1.2000	116.67	
18:24:48	0	49.3	53	1.4000	1.2000	116.67	
18:24:49	0	49.6	53	1.4000	1.2000	116.67	
18:24:50	0	50.1	54	1.4000	1.2000	116.67	
18:24:51	0	50.5	54	1.4000	1.2000	116.67	
18:24:52	0	50.9	55	1.4000	1.2000	116.67	
18:24:53	0	51.2	55	1.4000	1.2000	116.67	
18:24:54	0	51.6	55	1.4000	1.2000	116.67	
18:24:55	0	51.9	56	1.4000	1.2000	116.67	
18:24:56	0	52.3	56	1.4000	1.2000	116.67	
18:24:57	0	52.7	56	1.4000	1.1000	127.27	
18:24:58	0	53.1	57	1.4000	1.2000	116.67	
18:24:59	0	53.4	57	1.4000	1.3000	107.69	
18:25:00	0	53.9	57	1.5000	1.3000	115.38	
18:25:01	0	54.3	58	1.6000	1.2000	133.33	
18:25:02	0	54.8	58	1.4000	1.2000	116.67	
18:25:03	0	55.2	58	1.4000	1.2000	116.67	
18:25:04	0	55.6	59	1.4000	1.2000	116.67	
18:25:05	0	56.0	59	1.4000	1.2000	116.67	
18:25:06	0	56.3	60	1.4000	1.2000	116.67	
18:25:07	0	56.7	60	1.6000	1.2000	133.33	
18:25:08	0	57.1	60	1.6000	1.3000	123.08	
18:25:09	0	57.5	61	1.5000	1.3000	115.38	
18:25:10	0	57.9	61	1.6000	1.2000	133.33	
18:25:11	0	58.3	61	1.5000	1.3000	115.38	
18:25:12	0	58.8	62	1.4000	1.3000	107.69	
18:25:13	0	59.3	62	1.5000	1.2000	125.00	
18:25:14	0	59.6	63	1.4000	1.2000	116.67	
18:25:15	0	59.9	63	1.4000	1.2000	116.67	
18:25:16	0	60.3	63	1.4000	1.2000	116.67	
18:25:17	0	60.6	64	1.4000	1.2000	116.67	
18:25:18	0	61.0	64	1.5000	1.2000	125.00	
18:25:19	0	61.3	64	1.5000	1.2000	125.00	
18:25:20	0	61.7	65	1.5000	1.2000	125.00	
18:25:21	0	62.0	65	1.4000	1.2000	116.67	
18:25:22	0	62.4	65	1.4000	1.2000	116.67	
18:25:23	0	62.8	66	1.4000	1.2000	116.67	
18:25:24	0	63.2	66	1.4000	1.2000	116.67	
18:25:25	0	63.5	67	1.4000	1.2000	116.67	
18:25:26	0	63.8	67	1.4000	1.2000	116.67	
18:25:27	0	64.1	67	1.4000	1.2000	116.67	
18:25:28	0	64.5	68	1.4000	1.2000	116.67	
18:25:29	0	64.9	68	1.4000	1.2000	116.67	
18:25:30	0	65.2	68	1.4000	1.2000	116.67	
18:25:31	0	65.6	69	1.4000	1.2000	116.67	
18:25:32	0	65.8	69	1.6000	1.2000	133.33	
18:25:33	0	66.1	69	1.6000	1.3000	123.08	
18:25:34	0	66.4	70	1.4000	1.3000	107.69	
18:25:35	0	66.7	70	1.4000	1.2000	116.67	
18:25:36	0	67.1	71	1.5000	1.2000	125.00	
18:25:37	0	67.5	71	1.5000	1.2000	125.00	
18:25:38	0	68.0	71	1.4000	1.2000	116.67	
18:25:39	0	68.3	72	1.4000	1.2000	116.67	
18:25:40	0	68.7	72	1.5000	1.2000	125.00	
18:25:41	0	68.9	72	1.6000	1.3000	123.08	
18:25:42	0	69.3	73	1.6000	1.3000	123.08	
18:25:43	0	69.7	73	1.4000	1.2000	116.67	
18:25:44	0	70.1	73	1.4000	1.2000	116.67	
18:25:45	0	70.4	74	1.4000	1.2000	116.67	
18:25:46	0	70.7	74	1.4000	1.2000	116.67	
18:25:47	0	71.0	75	1.4000	1.2000	116.67	
18:25:48	0	71.4	75	1.4000	1.2000	116.67	
18:25:49	0	71.8	75	1.5000	1.2000	125.00	
18:25:50	0	72.1	76	1.5000	1.2000	125.00	
18:25:51	0	72.3	76	1.5000	1.2000	125.00	
18:25:52	0	72.7	76	1.5000	1.2000	125.00	
18:25:53	0	73.1	77	1.4000	1.2000	116.67	
18:25:54	0	73.4	77	1.4000	1.2000	116.67	
18:25:55	0	73.8	77	1.4000	1.2000	116.67	
18:25:56	0	74.1	78	1.4000	1.2000	116.67	
18:25:57	0	74.5	78	1.5000	1.2000	125.00	
18:25:58	0	74.9	79	1.5000	1.2000	125.00	
18:25:59	0	75.2	79	1.5000	1.3000	115.38	
18:26:00	0	75.6	79	1.5000	1.3000	115.38	
18:26:01	0	76.0	80	1.5000	1.2000	125.00	
18:26:02	0	76.4	80	1.4000	1.2000	116.67	
18:26:03	0	76.7	80	1.4000	1.2000	116.67	
18:26:04	0	76.9	81	1.4000	1.2000	116.67	
18:26:05	0	77.2	81	1.4000	1.2000	116.67	
18:26:06	0	77.6	81	1.4000	1.2000	116.67	
18:26:07	0	77.9	82	1.4000	1.2000	116.67	
18:26:08	0	78.2	82	1.4000	1.2000	116.67	
18:26:09	0	78.5	82	1.4000	1.1000	127.27	
18:26:10	0	78.8	83	1.4000	1.1000	127.27	
18:26:11	0	79.1	83	1.4000	1.2000	116.67	
18:26:12	0	79.5	83	1.4000	1.2000	116.67	
