Data Start: 2020-09-20 14:06:43
Data End: 2020-09-20 14:25:42
Devicename: Multi Plankton Sampler MPS
IdentNo.: 1020

Net []
Range1: 0 to 5

Pressure [dbar]
Range1: 0.0 to 3000.0  Cal0: -8.585877E+2  Cal1: 1.175972E-1  Cal2: -1.044298E-6  Cal3: -1.441992E+0  Cal4: 9.253807E-5  Cal5: -8.766143E-10  Cal6: 7.97392E-2  Cal7: 7.856609E-2  Cal8: -1.359118E-8

Volume [m³]
Range1: 0 to 65000  Cal0: 2.5E-1

Flow in [m/s]
Range1: 0.0000 to 9.9000

Flow out [m/s]
Range1: 0.0000 to 9.9000

Flow ratio [%]
Range1: 0.00 to 200.00

Header Comment

Ship:		
Cruise:		
Station:		
Cast:		
Position:		
Operator:		


Time [hh:mm:ss]	Net []	Pressure [dbar]	Volume [m³]	Flow in [m/s]	Flow out [m/s]	Flow ratio [%]	Comments  [Index]
14:06:43	0	0.2	0	0.0000	0.0000	0.00	
14:06:44	0	0.2	0	0.0000	0.0000	0.00	
14:06:45	0	0.2	0	0.0000	0.0000	0.00	
14:06:46	0	0.2	0	0.0000	0.0000	0.00	
14:06:47	0	0.2	0	0.0000	0.0000	0.00	
14:06:48	0	0.2	0	0.0000	0.0000	0.00	
14:06:49	0	0.2	0	0.0000	0.0000	0.00	
14:06:50	0	0.2	0	0.0000	0.0000	0.00	
14:06:51	0	0.2	0	0.0000	0.0000	0.00	
14:06:52	0	0.2	0	0.0000	0.0000	0.00	
14:06:53	0	0.2	0	0.0000	0.0000	0.00	
14:06:54	0	0.2	0	0.0000	0.0000	0.00	
14:06:55	0	0.2	0	0.0000	0.0000	0.00	
14:06:56	0	0.2	0	0.0000	0.0000	0.00	
14:06:57	0	0.2	0	0.0000	0.0000	0.00	
14:06:58	0	0.2	0	0.0000	0.0000	0.00	
14:06:59	0	0.2	0	0.0000	0.0000	0.00	
14:07:00	0	0.2	0	0.0000	0.0000	0.00	
14:07:01	0	0.2	0	0.0000	0.0000	0.00	
14:07:02	0	0.2	0	0.0000	0.0000	0.00	
14:07:03	0	0.2	0	0.0000	0.0000	0.00	
14:07:04	0	0.2	0	0.0000	0.0000	0.00	
14:07:05	0	0.2	0	0.0000	0.0000	0.00	
14:07:06	0	0.2	0	0.0000	0.1000	0.00	
14:07:07	0	0.2	0	0.0000	0.5000	0.00	
14:07:08	0	0.2	0	0.0000	0.4000	0.00	
14:07:09	0	0.2	0	0.0000	0.1000	0.00	
14:07:10	0	0.2	0	0.0000	0.3000	0.00	
14:07:11	0	0.2	0	0.0000	0.3000	0.00	
14:07:12	0	0.2	0	0.0000	0.2000	0.00	
14:07:13	0	0.2	0	0.3000	0.1000	300.00	
14:07:14	0	0.2	0	0.3000	0.0000	0.00	
14:07:15	0	0.2	0	0.5000	0.0000	0.00	
14:07:16	0	0.2	0	0.6000	0.0000	0.00	
14:07:17	0	0.2	0	0.1000	0.0000	0.00	
14:07:18	0	0.2	0	0.0000	0.0000	0.00	
14:07:19	0	0.2	0	0.0000	0.0000	0.00	
14:07:20	0	0.2	0	0.0000	0.0000	0.00	
14:07:21	0	0.2	0	0.0000	0.0000	0.00	
14:07:22	0	0.2	0	0.0000	0.0000	0.00	
14:07:23	0	0.2	0	0.0000	0.0000	0.00	
14:07:24	0	0.2	0	0.0000	0.0000	0.00	
14:07:25	0	0.2	0	0.0000	0.0000	0.00	
