Data Start: 2020-09-26 13:51:13
Data End: 2020-09-26 14:09:30
Devicename: Multi Plankton Sampler MPS
IdentNo.: 1020

Net []
Range1: 0 to 5

Pressure [dbar]
Range1: 0.0 to 3000.0  Cal0: -8.585877E+2  Cal1: 1.175972E-1  Cal2: -1.044298E-6  Cal3: -1.441992E+0  Cal4: 9.253807E-5  Cal5: -8.766143E-10  Cal6: 7.97392E-2  Cal7: 7.856609E-2  Cal8: -1.359118E-8

Volume [m³]
Range1: 0 to 65000  Cal0: 2.5E-1

Flow in [m/s]
Range1: 0.0000 to 9.9000

Flow out [m/s]
Range1: 0.0000 to 9.9000

Flow ratio [%]
Range1: 0.00 to 200.00

Header Comment

Ship:		
Cruise:		
Station:		
Cast:		
Position:		
Operator:		


Time [hh:mm:ss]	Net []	Pressure [dbar]	Volume [m³]	Flow in [m/s]	Flow out [m/s]	Flow ratio [%]	Comments  [Index]
13:51:13	0	0.0	0	0.0000	0.0000	0.00	
13:51:14	0	0.1	0	0.1000	0.0000	0.00	
13:51:15	0	0.1	0	0.4000	0.0000	0.00	
13:51:16	0	0.1	0	0.3000	0.0000	0.00	
13:51:17	0	-0.6	0	0.3000	0.0000	0.00	
13:51:18	0	0.0	0	0.6000	0.0000	0.00	
13:51:19	0	0.1	0	0.4000	0.0000	0.00	
13:51:20	0	0.1	0	0.7000	0.0000	0.00	
13:51:21	0	0.1	0	0.5000	0.0000	0.00	
13:51:22	0	-1.4	0	0.0000	0.0000	0.00	
13:51:23	0	-0.2	0	0.1000	0.0000	0.00	
13:51:24	0	-0.4	0	0.2000	0.0000	0.00	
13:51:25	0	-1.3	0	0.1000	0.0000	0.00	
13:51:26	0	-0.8	0	0.1000	0.0000	0.00	
13:51:27	0	-0.6	0	0.0000	0.0000	0.00	
13:51:28	0	-1.9	1	0.1000	0.0000	0.00	
13:51:29	0	-1.0	1	0.3000	0.0000	0.00	
13:51:30	0	0.0	1	0.2000	0.0000	0.00	
13:51:31	0	0.0	1	0.0000	0.0000	0.00	
13:51:32	0	0.1	1	0.0000	0.0000	0.00	
13:51:33	0	0.1	1	0.0000	0.0000	0.00	
13:51:34	0	0.0	1	0.0000	0.0000	0.00	
13:51:35	0	0.1	1	0.0000	0.0000	0.00	
13:51:36	0	0.0	1	0.0000	0.0000	0.00	
13:51:37	0	-1.1	1	0.0000	0.0000	0.00	
13:51:38	0	-1.3	1	0.0000	0.0000	0.00	
13:51:39	0	-0.7	1	0.0000	0.0000	0.00	
13:51:40	0	0.0	1	0.0000	0.0000	0.00	
13:51:41	0	0.0	1	0.0000	0.0000	0.00	
13:51:42	0	0.1	1	0.0000	0.0000	0.00	
13:51:43	0	0.0	1	0.0000	0.0000	0.00	
13:51:44	0	-1.1	1	0.0000	0.0000	0.00	
13:51:45	0	-1.5	1	0.1000	0.0000	0.00	
13:51:46	0	0.0	1	0.1000	0.0000	0.00	
13:51:47	0	0.0	1	0.0000	0.0000	0.00	
13:51:48	0	0.1	1	0.0000	0.0000	0.00	
13:51:49	0	0.0	1	0.3000	0.4000	75.00	
13:51:50	0	0.0	1	0.3000	1.2000	25.00	
13:51:51	0	0.0	1	0.1000	2.1000	4.76	
13:51:52	0	-1.0	1	0.1000	2.3000	4.35	
13:51:53	0	-1.3	1	0.0000	2.0000	0.00	
13:51:54	0	-1.0	1	0.0000	1.8000	0.00	
13:51:55	0	0.0	1	0.1000	1.8000	5.56	
13:51:56	0	0.0	1	0.1000	2.0000	5.00	
13:51:57	0	0.0	1	0.1000	1.6000	6.25	
13:51:58	0	0.0	1	0.0000	1.0000	0.00	
13:51:59	0	-0.7	1	0.0000	1.2000	0.00	
13:52:00	0	-0.8	1	0.0000	1.4000	0.00	
13:52:01	0	-0.2	1	0.0000	0.7000	0.00	
13:52:02	0	-0.1	1	0.0000	0.2000	0.00	
13:52:03	0	-2.1	1	0.0000	0.1000	0.00	
13:52:04	0	0.0	1	0.0000	0.1000	0.00	
13:52:05	0	0.0	1	0.0000	0.3000	0.00	
13:52:06	0	0.0	1	0.0000	0.4000	0.00	
13:52:07	0	0.0	1	0.0000	0.8000	0.00	
13:52:08	0	0.0	1	0.1000	1.3000	7.69	
13:52:09	0	0.1	1	0.3000	1.3000	23.08	
13:52:10	0	0.1	1	0.4000	1.6000	25.00	
13:52:11	0	0.0	1	0.1000	1.9000	5.26	
13:52:12	0	0.1	1	0.0000	1.4000	0.00	
13:52:13	0	0.1	1	0.0000	1.2000	0.00	
13:52:14	0	0.1	1	0.0000	1.0000	0.00	
13:52:15	0	0.1	1	0.0000	0.1000	0.00	
13:52:16	0	0.1	1	0.0000	0.0000	0.00	
13:52:17	0	0.1	1	0.0000	0.0000	0.00	
13:52:18	0	0.1	1	0.0000	0.0000	0.00	
13:52:19	0	0.1	1	0.0000	0.0000	0.00	
13:52:20	0	0.1	1	0.1000	0.4000	25.00	
13:52:21	0	0.1	2	1.0000	1.8000	55.56	
13:52:22	0	0.1	2	1.8000	3.1000	58.06	
13:52:23	0	0.1	3	1.7000	3.0000	56.67	
13:52:24	0	0.1	3	2.1000	2.9000	72.41	
13:52:25	0	0.1	4	2.1000	2.5000	84.00	
13:52:26	0	0.0	4	1.9000	2.0000	95.00	
13:52:27	0	0.1	4	1.4000	2.1000	66.67	
13:52:28	0	0.0	4	0.8000	1.6000	50.00	
13:52:29	0	0.0	5	0.9000	1.7000	52.94	
13:52:30	0	0.0	5	1.4000	2.7000	51.85	
13:52:31	0	0.0	6	2.6000	2.9000	89.66	
13:52:32	0	0.0	7	3.3000	2.9000	113.79	
13:52:33	0	0.0	7	2.8000	3.9000	71.79	
13:52:34	0	0.1	8	2.7000	4.2000	64.29	
13:52:35	0	0.0	9	2.3000	3.6000	63.89	
13:52:36	0	0.0	9	1.2000	2.5000	48.00	
13:52:37	0	0.1	9	0.8000	1.5000	53.33	
13:52:38	0	0.1	9	0.8000	1.2000	66.67	
13:52:39	0	0.0	9	0.3000	0.7000	42.86	
13:52:40	0	0.0	9	0.0000	0.1000	0.00	
13:52:41	0	0.0	9	0.0000	0.0000	0.00	
13:52:42	0	0.1	9	0.0000	0.4000	0.00	
13:52:43	0	0.1	9	0.0000	0.7000	0.00	
13:52:44	0	0.1	9	0.0000	0.3000	0.00	
13:52:45	0	0.1	9	0.0000	0.0000	0.00	
13:52:46	0	0.0	9	0.3000	0.0000	0.00	
13:52:47	0	0.0	10	1.8000	0.5000	360.00	
13:52:48	0	0.0	11	2.9000	1.0000	290.00	
13:52:49	0	0.0	11	2.1000	0.9000	233.33	
13:52:50	0	0.0	11	1.3000	0.5000	260.00	
13:52:51	0	0.0	12	1.4000	0.9000	155.56	
13:52:52	0	0.1	12	0.8000	1.2000	66.67	
13:52:53	0	0.1	12	0.0000	0.3000	0.00	
13:52:54	0	0.1	12	0.0000	0.0000	0.00	
13:52:55	0	0.0	12	0.0000	0.0000	0.00	
13:52:56	0	0.0	12	0.0000	0.0000	0.00	
13:52:57	0	0.1	12	0.0000	0.0000	0.00	
