Data Start: 2020-09-26 12:39:36
Data End: 2020-09-26 13:45:48
Devicename: Multi Plankton Sampler MPS
IdentNo.: 1020

Net []
Range1: 0 to 5

Pressure [dbar]
Range1: 0.0 to 3000.0  Cal0: -8.585877E+2  Cal1: 1.175972E-1  Cal2: -1.044298E-6  Cal3: -1.441992E+0  Cal4: 9.253807E-5  Cal5: -8.766143E-10  Cal6: 7.97392E-2  Cal7: 7.856609E-2  Cal8: -1.359118E-8

Volume [m³]
Range1: 0 to 65000  Cal0: 2.5E-1

Flow in [m/s]
Range1: 0.0000 to 9.9000

Flow out [m/s]
Range1: 0.0000 to 9.9000

Flow ratio [%]
Range1: 0.00 to 200.00

Header Comment

Ship:		
Cruise:		
Station:		
Cast:		
Position:		
Operator:		


Time [hh:mm:ss]	Net []	Pressure [dbar]	Volume [m³]	Flow in [m/s]	Flow out [m/s]	Flow ratio [%]	Comments  [Index]
12:39:36	0	0.1	0	0.0000	0.0000	0.00	
12:39:37	0	0.2	0	0.0000	0.0000	0.00	
12:39:38	0	0.2	0	0.0000	0.0000	0.00	
12:39:39	0	0.2	0	0.0000	0.0000	0.00	
12:39:40	0	0.2	0	0.0000	0.0000	0.00	
12:39:41	0	0.2	0	0.0000	0.0000	0.00	
12:39:42	0	0.2	0	0.0000	0.0000	0.00	
12:39:43	0	0.2	0	0.0000	0.0000	0.00	
12:39:44	0	0.2	0	0.0000	0.0000	0.00	
12:39:45	0	0.2	0	0.0000	0.0000	0.00	
12:39:46	0	0.2	0	0.0000	0.0000	0.00	
12:39:47	0	0.2	0	0.0000	0.0000	0.00	
12:39:48	0	0.2	0	0.0000	0.0000	0.00	
12:39:49	0	0.2	0	0.0000	0.0000	0.00	
12:39:50	0	0.2	0	0.0000	0.0000	0.00	
12:39:51	0	0.2	0	0.0000	0.0000	0.00	
12:39:52	0	0.2	0	0.0000	0.0000	0.00	
12:39:53	0	0.2	0	0.0000	0.1000	0.00	
12:39:54	0	0.1	0	0.0000	0.1000	0.00	
12:39:55	0	0.1	0	0.0000	0.0000	0.00	
12:39:56	0	0.1	0	0.0000	0.0000	0.00	
12:39:57	0	0.1	0	0.0000	0.0000	0.00	
12:39:58	0	0.1	0	0.0000	0.0000	0.00	
12:39:59	0	0.1	0	0.0000	0.0000	0.00	
12:40:00	0	0.1	0	0.0000	0.0000	0.00	
12:40:01	0	0.1	0	0.0000	0.0000	0.00	
12:40:02	0	0.1	0	0.0000	0.0000	0.00	
12:40:03	0	0.1	0	0.0000	0.0000	0.00	
12:40:04	0	0.1	0	0.0000	0.0000	0.00	
12:40:05	0	0.1	0	0.1000	0.0000	0.00	
12:40:06	0	0.2	0	0.1000	0.1000	100.00	
12:40:07	0	0.2	0	0.0000	0.1000	0.00	
12:40:08	0	0.2	0	0.0000	0.0000	0.00	
12:40:09	0	0.2	0	0.0000	0.0000	0.00	
12:40:10	0	0.1	0	0.0000	0.0000	0.00	
12:40:11	0	0.1	0	0.0000	0.0000	0.00	
12:40:12	0	0.1	0	0.0000	0.0000	0.00	
12:40:13	0	0.1	0	0.0000	0.0000	0.00	
12:40:14	0	0.2	0	0.0000	0.1000	0.00	
12:40:15	0	0.1	0	0.0000	0.1000	0.00	
12:40:16	0	0.1	0	0.0000	0.1000	0.00	
12:40:17	0	0.1	0	0.0000	0.1000	0.00	
12:40:18	0	0.1	0	0.0000	0.1000	0.00	
12:40:19	0	0.1	0	0.0000	0.0000	0.00	
12:40:20	0	0.1	0	0.0000	0.0000	0.00	
12:40:21	0	0.1	0	0.0000	0.0000	0.00	
12:40:22	0	0.1	0	0.0000	0.0000	0.00	
12:40:23	0	0.1	0	0.0000	0.0000	0.00	
12:40:24	0	0.1	0	0.0000	0.0000	0.00	
12:40:25	0	0.2	0	0.0000	0.1000	0.00	
12:40:26	0	0.1	0	0.0000	0.1000	0.00	
12:40:27	0	0.1	0	0.0000	0.1000	0.00	
12:40:28	0	0.1	0	0.0000	0.0000	0.00	
12:40:29	0	0.1	0	0.0000	0.0000	0.00	
12:40:30	0	0.1	0	0.0000	0.0000	0.00	
12:40:31	0	0.2	0	0.0000	0.1000	0.00	
12:40:32	0	0.2	0	0.0000	0.3000	0.00	
12:40:33	0	0.2	0	0.0000	0.3000	0.00	
12:40:34	0	0.2	0	0.0000	0.1000	0.00	
12:40:35	0	0.2	0	0.0000	0.1000	0.00	
12:40:36	0	0.2	0	0.0000	0.0000	0.00	
12:40:37	0	0.2	0	0.0000	0.0000	0.00	
12:40:38	0	0.2	0	0.0000	0.0000	0.00	
12:40:39	0	0.1	0	0.0000	0.0000	0.00	
12:40:40	0	0.1	0	0.0000	0.0000	0.00	
12:40:41	0	0.2	0	0.0000	0.1000	0.00	
12:40:42	0	0.3	0	0.0000	0.1000	0.00	
12:40:43	0	0.2	0	0.1000	0.3000	33.33	
12:40:44	0	0.1	0	0.1000	0.4000	25.00	
12:40:45	0	0.2	0	0.0000	0.3000	0.00	
12:40:46	0	0.1	0	0.0000	0.3000	0.00	
12:40:47	0	0.2	0	0.0000	0.3000	0.00	
12:40:48	0	0.2	0	0.0000	0.2000	0.00	
12:40:49	0	0.1	0	0.0000	0.2000	0.00	
12:40:50	0	0.2	0	0.0000	0.1000	0.00	
12:40:51	0	0.2	0	0.1000	0.3000	33.33	
12:40:52	0	0.2	0	1.2000	0.8000	150.00	
12:40:53	0	0.2	1	3.1000	1.2000	258.33	
12:40:54	0	0.2	2	4.0000	1.1000	363.64	
12:40:55	0	0.2	3	3.9000	0.9000	433.33	
12:40:56	0	0.2	4	3.6000	0.8000	450.00	
12:40:57	0	0.2	5	3.4000	1.2000	283.33	
12:40:58	0	0.2	5	2.1000	1.4000	150.00	
12:40:59	0	0.1	5	0.8000	1.3000	61.54	
12:41:00	0	0.2	5	0.4000	1.4000	28.57	
12:41:01	0	0.1	5	0.2000	1.9000	10.53	
12:41:02	0	0.1	5	0.5000	2.8000	17.86	
12:41:03	0	0.2	6	1.0000	3.4000	29.41	
12:41:04	0	0.1	6	2.1000	3.2000	65.63	
12:41:05	0	0.2	7	1.6000	2.2000	72.73	
12:41:06	0	0.2	7	0.1000	1.4000	7.14	
12:41:07	0	0.1	7	0.2000	1.4000	14.29	
12:41:08	0	0.1	7	0.3000	1.0000	30.00	
12:41:09	0	0.2	7	0.2000	0.8000	25.00	
12:41:10	0	0.2	7	0.1000	0.8000	12.50	
12:41:11	0	0.1	7	0.0000	0.3000	0.00	
12:41:12	0	0.2	7	0.0000	0.0000	0.00	
12:41:13	0	0.1	7	0.0000	0.0000	0.00	
12:41:14	0	0.1	7	0.0000	0.0000	0.00	
12:41:15	0	0.1	7	0.0000	0.0000	0.00	
12:41:16	0	0.2	7	0.0000	0.0000	0.00	
12:41:17	0	0.2	7	0.0000	0.0000	0.00	
12:41:18	0	0.2	7	0.0000	0.2000	0.00	
12:41:19	0	0.2	7	0.6000	0.9000	66.67	
12:41:20	0	0.3	8	1.6000	1.4000	114.29	
