Data Start: 2020-09-26 14:52:15
Data End: 2020-09-26 15:44:30
Devicename: Multi Plankton Sampler MPS
IdentNo.: 1020

Net []
Range1: 0 to 5

Pressure [dbar]
Range1: 0.0 to 3000.0  Cal0: -8.585877E+2  Cal1: 1.175972E-1  Cal2: -1.044298E-6  Cal3: -1.441992E+0  Cal4: 9.253807E-5  Cal5: -8.766143E-10  Cal6: 7.97392E-2  Cal7: 7.856609E-2  Cal8: -1.359118E-8

Volume [m³]
Range1: 0 to 65000  Cal0: 2.5E-1

Flow in [m/s]
Range1: 0.0000 to 9.9000

Flow out [m/s]
Range1: 0.0000 to 9.9000

Flow ratio [%]
Range1: 0.00 to 200.00

Header Comment

Ship:		
Cruise:		
Station:		
Cast:		
Position:		
Operator:		


Time [hh:mm:ss]	Net []	Pressure [dbar]	Volume [m³]	Flow in [m/s]	Flow out [m/s]	Flow ratio [%]	Comments  [Index]
14:52:15	0	0.0	0	0.0000	0.0000	0.00	
14:52:16	0	0.1	0	0.0000	0.0000	0.00	
14:52:17	0	0.1	0	0.0000	0.0000	0.00	
14:52:18	0	0.1	0	0.0000	0.0000	0.00	
14:52:19	0	0.1	0	0.0000	0.0000	0.00	
14:52:20	0	0.0	0	0.0000	0.0000	0.00	
14:52:21	0	0.1	0	0.0000	0.0000	0.00	
14:52:22	0	0.1	0	0.0000	0.2000	0.00	
14:52:23	0	0.0	0	0.0000	0.2000	0.00	
14:52:24	0	0.1	0	0.0000	0.0000	0.00	
14:52:25	0	0.1	0	0.0000	0.0000	0.00	
14:52:26	0	0.1	0	0.0000	0.0000	0.00	
14:52:27	0	0.0	0	0.0000	0.0000	0.00	
14:52:28	0	0.0	0	0.0000	0.0000	0.00	
14:52:29	0	0.0	0	0.0000	0.0000	0.00	
14:52:30	0	0.1	0	0.0000	0.0000	0.00	
14:52:31	0	0.0	0	0.0000	0.0000	0.00	
14:52:32	0	0.0	0	0.0000	0.0000	0.00	
14:52:33	0	0.0	0	0.0000	0.0000	0.00	
14:52:34	0	0.0	0	0.0000	0.0000	0.00	
14:52:35	0	0.0	0	0.0000	0.0000	0.00	
14:52:36	0	0.0	0	0.0000	0.0000	0.00	
14:52:37	0	0.0	0	0.0000	0.0000	0.00	
14:52:38	0	0.0	0	0.0000	0.0000	0.00	
14:52:39	0	0.1	0	0.1000	0.0000	0.00	
14:52:40	0	0.1	0	0.4000	0.0000	0.00	
14:52:41	0	0.0	0	0.3000	0.3000	100.00	
14:52:42	0	0.0	0	0.6000	0.8000	75.00	
14:52:43	0	0.0	0	1.6000	0.5000	320.00	
14:52:44	0	0.0	1	1.6000	0.0000	0.00	
14:52:45	0	0.0	1	1.2000	0.0000	0.00	
14:52:46	0	0.0	1	0.5000	0.0000	0.00	
14:52:47	0	0.0	1	0.0000	0.0000	0.00	
14:52:48	0	0.1	1	0.1000	0.0000	0.00	
14:52:49	0	0.0	2	0.8000	0.0000	0.00	
14:52:50	0	0.1	2	0.9000	0.0000	0.00	
14:52:51	0	0.1	2	0.1000	0.0000	0.00	
14:52:52	0	0.1	2	0.1000	0.0000	0.00	
14:52:53	0	0.1	2	0.3000	0.0000	0.00	
14:52:54	0	0.1	2	0.1000	0.0000	0.00	
14:52:55	0	0.0	2	0.0000	0.0000	0.00	
14:52:56	0	0.1	2	0.1000	0.0000	0.00	
14:52:57	0	0.1	2	0.1000	0.0000	0.00	
14:52:58	0	0.1	2	0.0000	0.0000	0.00	
14:52:59	0	0.1	2	0.0000	0.0000	0.00	
14:53:00	0	0.1	2	0.1000	0.0000	0.00	
14:53:01	0	0.1	2	0.2000	0.0000	0.00	
14:53:02	0	0.1	2	0.1000	0.0000	0.00	
14:53:03	0	0.1	2	0.1000	0.0000	0.00	
14:53:04	0	0.1	2	0.1000	0.0000	0.00	
14:53:05	0	0.1	2	0.0000	0.0000	0.00	
14:53:06	0	0.0	2	0.0000	0.0000	0.00	
14:53:07	0	0.0	2	0.2000	0.1000	200.00	
14:53:08	0	0.0	2	0.5000	0.1000	500.00	
14:53:09	0	0.0	2	0.3000	0.0000	0.00	
14:53:10	0	0.1	2	0.0000	0.1000	0.00	
14:53:11	0	0.1	2	0.1000	0.1000	100.00	
14:53:12	0	0.1	2	0.1000	0.0000	0.00	
14:53:13	0	0.1	2	0.0000	0.0000	0.00	
14:53:14	0	0.1	2	0.0000	0.0000	0.00	
14:53:15	0	0.1	2	0.0000	0.0000	0.00	
14:53:16	0	0.1	2	0.0000	0.0000	0.00	
14:53:17	0	0.1	2	0.0000	0.0000	0.00	
14:53:18	0	0.1	2	0.0000	0.0000	0.00	
14:53:19	0	0.0	2	0.0000	0.0000	0.00	
14:53:20	0	0.1	2	0.0000	0.0000	0.00	
14:53:21	0	0.1	2	0.0000	0.0000	0.00	
14:53:22	0	0.1	2	0.0000	0.0000	0.00	
14:53:23	0	0.0	2	0.0000	0.1000	0.00	
14:53:24	0	0.2	2	0.5000	0.7000	71.43	
14:53:25	0	0.6	3	1.2000	1.4000	85.71	
14:53:26	0	1.0	3	1.5000	1.6000	93.75	
14:53:27	0	1.5	4	1.6000	1.3000	123.08	
14:53:28	0	2.1	4	1.5000	1.2000	125.00	
14:53:29	0	2.6	4	1.5000	1.2000	125.00	
14:53:30	0	3.1	5	1.4000	1.2000	116.67	
14:53:31	0	3.7	5	1.3000	1.2000	108.33	
14:53:32	0	4.0	5	1.4000	1.2000	116.67	
14:53:33	0	4.4	6	1.4000	1.2000	116.67	
14:53:34	0	4.9	6	1.4000	1.2000	116.67	
14:53:35	0	5.3	6	1.4000	1.2000	116.67	
14:53:36	0	5.7	7	1.4000	1.2000	116.67	
14:53:37	0	6.1	7	1.4000	1.2000	116.67	
14:53:38	0	6.4	7	1.4000	1.3000	107.69	
14:53:39	0	6.9	8	1.4000	1.3000	107.69	
14:53:40	0	7.3	8	1.4000	1.2000	116.67	
14:53:41	0	7.7	8	1.4000	1.3000	107.69	
14:53:42	0	8.0	9	1.5000	1.3000	115.38	
14:53:43	0	8.4	9	1.5000	1.3000	115.38	
14:53:44	0	8.8	10	1.5000	1.3000	115.38	
14:53:45	0	9.1	10	1.5000	1.3000	115.38	
14:53:46	0	9.4	10	1.6000	1.3000	123.08	
14:53:47	0	9.8	11	1.5000	1.2000	125.00	
14:53:48	0	10.1	11	1.4000	1.3000	107.69	
14:53:49	0	10.4	12	1.6000	1.4000	114.29	
14:53:50	0	10.9	12	1.5000	1.3000	115.38	
14:53:51	0	11.2	12	1.5000	1.2000	125.00	
14:53:52	0	11.6	13	1.6000	1.3000	123.08	
14:53:53	0	12.1	13	1.6000	1.4000	114.29	
14:53:54	0	12.5	13	1.5000	1.4000	107.14	
14:53:55	0	12.9	14	1.6000	1.3000	123.08	
14:53:56	0	13.3	14	1.5000	1.2000	125.00	
14:53:57	0	13.6	15	1.4000	1.3000	107.69	
14:53:58	0	14.0	15	1.5000	1.3000	115.38	
14:53:59	0	14.4	15	1.4000	1.2000	116.67	
14:54:00	0	14.7	16	1.4000	1.2000	116.67	
14:54:01	0	15.0	16	1.4000	1.2000	116.67	
14:54:02	0	15.4	16	1.4000	1.2000	116.67	
14:54:03	0	15.8	17	1.4000	1.2000	116.67	
14:54:04	0	16.2	17	1.4000	1.2000	116.67	
14:54:05	0	16.5	17	1.4000	1.2000	116.67	
14:54:06	0	16.9	18	1.5000	1.2000	125.00	
14:54:07	0	17.3	18	1.4000	1.2000	116.67	
14:54:08	0	17.7	19	1.4000	1.2000	116.67	
14:54:09	0	18.1	19	1.4000	1.2000	116.67	
14:54:10	0	18.3	19	1.4000	1.2000	116.67	
14:54:11	0	18.7	20	1.4000	1.2000	116.67	
14:54:12	0	19.0	20	1.4000	1.2000	116.67	
14:54:13	0	19.4	20	1.4000	1.2000	116.67	
14:54:14	0	19.7	21	1.4000	1.2000	116.67	
14:54:15	0	19.9	21	1.5000	1.2000	125.00	
14:54:16	0	20.3	21	1.4000	1.2000	116.67	
14:54:17	0	20.8	22	1.4000	1.2000	116.67	
14:54:18	0	21.1	22	1.4000	1.2000	116.67	
14:54:19	0	21.7	22	1.4000	1.2000	116.67	
14:54:20	0	22.2	23	1.4000	1.2000	116.67	
14:54:21	0	22.6	23	1.4000	1.2000	116.67	
14:54:22	0	23.2	23	1.3000	1.1000	118.18	
14:54:23	0	23.6	24	1.2000	1.1000	109.09	
14:54:24	0	24.1	24	1.3000	1.1000	118.18	
14:54:25	0	24.6	24	1.3000	1.1000	118.18	
14:54:26	0	25.1	25	1.3000	1.2000	108.33	
14:54:27	0	25.4	25	1.3000	1.2000	108.33	
14:54:28	0	26.0	25	1.2000	1.1000	109.09	
14:54:29	0	26.5	26	1.3000	1.1000	118.18	
14:54:30	0	26.9	26	1.2000	1.1000	109.09	
14:54:31	0	27.5	26	1.2000	1.1000	109.09	
14:54:32	0	28.0	27	1.2000	1.1000	109.09	
14:54:33	0	28.4	27	1.2000	1.1000	109.09	
14:54:34	0	29.0	27	1.3000	1.1000	118.18	
14:54:35	0	29.5	28	1.2000	1.0000	120.00	
14:54:36	0	30.0	28	1.3000	1.0000	130.00	
14:54:37	0	30.5	28	1.3000	1.1000	118.18	
14:54:38	0	31.0	28	1.2000	1.1000	109.09	
14:54:39	0	31.5	29	1.2000	1.0000	120.00	
14:54:40	0	31.9	29	1.2000	1.0000	120.00	
14:54:41	0	32.5	29	1.2000	1.1000	109.09	
14:54:42	0	33.0	30	1.2000	1.0000	120.00	
14:54:43	0	33.5	30	1.2000	1.0000	120.00	
14:54:44	0	34.0	30	1.2000	1.0000	120.00	
14:54:45	0	34.4	31	1.2000	1.1000	109.09	
14:54:46	0	35.0	31	1.2000	1.1000	109.09	
14:54:47	0	35.4	31	1.2000	1.0000	120.00	
14:54:48	0	35.9	32	1.2000	1.0000	120.00	
14:54:49	0	36.4	32	1.2000	1.1000	109.09	
14:54:50	0	36.9	32	1.2000	1.0000	120.00	
14:54:51	0	37.4	32	1.2000	1.0000	120.00	
14:54:52	0	37.8	33	1.2000	1.0000	120.00	
14:54:53	0	38.3	33	1.2000	1.1000	109.09	
14:54:54	0	38.7	33	1.2000	1.0000	120.00	
14:54:55	0	39.2	34	1.2000	1.0000	120.00	
14:54:56	0	39.7	34	1.2000	1.0000	120.00	
14:54:57	0	40.2	34	1.2000	1.0000	120.00	
14:54:58	0	40.7	35	1.3000	1.1000	118.18	
14:54:59	0	41.1	35	1.3000	1.1000	118.18	
